id,province,municipality_id,municipality,theft,year,count
66167,Utrecht,GM0317,Eemnes,street robbery,2021,0.0
72044,Utrecht,GM0317,Eemnes,pickpocketing,2018,0.0
72045,Utrecht,GM0317,Eemnes,pickpocketing,2019,0.0
72046,Utrecht,GM0317,Eemnes,pickpocketing,2020,0.0
72047,Utrecht,GM0317,Eemnes,pickpocketing,2021,0.0
95564,Utrecht,GM0317,Eemnes,shoplifting,2018,0.0
95565,Utrecht,GM0317,Eemnes,shoplifting,2019,5.0
95566,Utrecht,GM0317,Eemnes,shoplifting,2020,5.0
95567,Utrecht,GM0317,Eemnes,shoplifting,2021,5.0
136724,Utrecht,GM0317,Eemnes,heist,2018,0.0
136725,Utrecht,GM0317,Eemnes,heist,2019,0.0
136726,Utrecht,GM0317,Eemnes,heist,2020,0.0
136727,Utrecht,GM0317,Eemnes,heist,2021,0.0
7376,Groningen,GM1979,Eemsdelta,bike theft,2018,
7377,Groningen,GM1979,Eemsdelta,bike theft,2019,
7378,Groningen,GM1979,Eemsdelta,bike theft,2020,
7379,Groningen,GM1979,Eemsdelta,bike theft,2021,75.0
13256,Groningen,GM1979,Eemsdelta,moped theft,2018,
13257,Groningen,GM1979,Eemsdelta,moped theft,2019,
13258,Groningen,GM1979,Eemsdelta,moped theft,2020,
13259,Groningen,GM1979,Eemsdelta,moped theft,2021,5.0
19136,Groningen,GM1979,Eemsdelta,motorcycle/scooter theft,2018,
19137,Groningen,GM1979,Eemsdelta,motorcycle/scooter theft,2019,
19138,Groningen,GM1979,Eemsdelta,motorcycle/scooter theft,2020,
19139,Groningen,GM1979,Eemsdelta,motorcycle/scooter theft,2021,0.0
25016,Groningen,GM1979,Eemsdelta,car,2018,
25017,Groningen,GM1979,Eemsdelta,car,2019,
25018,Groningen,GM1979,Eemsdelta,car,2020,
25019,Groningen,GM1979,Eemsdelta,car,2021,0.0
36776,Groningen,GM1979,Eemsdelta,boat theft,2018,
36777,Groningen,GM1979,Eemsdelta,boat theft,2019,
36778,Groningen,GM1979,Eemsdelta,boat theft,2020,
36779,Groningen,GM1979,Eemsdelta,boat theft,2021,0.0
60296,Groningen,GM1979,Eemsdelta,animal theft,2018,
60297,Groningen,GM1979,Eemsdelta,animal theft,2019,
60298,Groningen,GM1979,Eemsdelta,animal theft,2020,
60299,Groningen,GM1979,Eemsdelta,animal theft,2021,0.0
66176,Groningen,GM1979,Eemsdelta,street robbery,2018,
66177,Groningen,GM1979,Eemsdelta,street robbery,2019,
66178,Groningen,GM1979,Eemsdelta,street robbery,2020,
66179,Groningen,GM1979,Eemsdelta,street robbery,2021,5.0
72056,Groningen,GM1979,Eemsdelta,pickpocketing,2018,
72057,Groningen,GM1979,Eemsdelta,pickpocketing,2019,
72058,Groningen,GM1979,Eemsdelta,pickpocketing,2020,
72059,Groningen,GM1979,Eemsdelta,pickpocketing,2021,5.0
95576,Groningen,GM1979,Eemsdelta,shoplifting,2018,
95577,Groningen,GM1979,Eemsdelta,shoplifting,2019,
95578,Groningen,GM1979,Eemsdelta,shoplifting,2020,
95579,Groningen,GM1979,Eemsdelta,shoplifting,2021,80.0
136736,Groningen,GM1979,Eemsdelta,heist,2018,
136737,Groningen,GM1979,Eemsdelta,heist,2019,
136738,Groningen,GM1979,Eemsdelta,heist,2020,
136739,Groningen,GM1979,Eemsdelta,heist,2021,0.0
7388,Groningen,GM1651,Eemsmond,bike theft,2018,10.0
7389,Groningen,GM1651,Eemsmond,bike theft,2019,
7390,Groningen,GM1651,Eemsmond,bike theft,2020,
7391,Groningen,GM1651,Eemsmond,bike theft,2021,
13268,Groningen,GM1651,Eemsmond,moped theft,2018,0.0
13269,Groningen,GM1651,Eemsmond,moped theft,2019,
13270,Groningen,GM1651,Eemsmond,moped theft,2020,
13271,Groningen,GM1651,Eemsmond,moped theft,2021,
19148,Groningen,GM1651,Eemsmond,motorcycle/scooter theft,2018,0.0
19149,Groningen,GM1651,Eemsmond,motorcycle/scooter theft,2019,
19150,Groningen,GM1651,Eemsmond,motorcycle/scooter theft,2020,
19151,Groningen,GM1651,Eemsmond,motorcycle/scooter theft,2021,
25028,Groningen,GM1651,Eemsmond,car,2018,0.0
25029,Groningen,GM1651,Eemsmond,car,2019,
25030,Groningen,GM1651,Eemsmond,car,2020,
25031,Groningen,GM1651,Eemsmond,car,2021,
36788,Groningen,GM1651,Eemsmond,boat theft,2018,0.0
36789,Groningen,GM1651,Eemsmond,boat theft,2019,
36790,Groningen,GM1651,Eemsmond,boat theft,2020,
36791,Groningen,GM1651,Eemsmond,boat theft,2021,
60308,Groningen,GM1651,Eemsmond,animal theft,2018,0.0
60309,Groningen,GM1651,Eemsmond,animal theft,2019,
60310,Groningen,GM1651,Eemsmond,animal theft,2020,
60311,Groningen,GM1651,Eemsmond,animal theft,2021,
66188,Groningen,GM1651,Eemsmond,street robbery,2018,0.0
66189,Groningen,GM1651,Eemsmond,street robbery,2019,
66190,Groningen,GM1651,Eemsmond,street robbery,2020,
66191,Groningen,GM1651,Eemsmond,street robbery,2021,
72068,Groningen,GM1651,Eemsmond,pickpocketing,2018,0.0
72069,Groningen,GM1651,Eemsmond,pickpocketing,2019,
72070,Groningen,GM1651,Eemsmond,pickpocketing,2020,
72071,Groningen,GM1651,Eemsmond,pickpocketing,2021,
95588,Groningen,GM1651,Eemsmond,shoplifting,2018,15.0
95589,Groningen,GM1651,Eemsmond,shoplifting,2019,
95590,Groningen,GM1651,Eemsmond,shoplifting,2020,
95591,Groningen,GM1651,Eemsmond,shoplifting,2021,
136748,Groningen,GM1651,Eemsmond,heist,2018,0.0
136749,Groningen,GM1651,Eemsmond,heist,2019,
136750,Groningen,GM1651,Eemsmond,heist,2020,
136751,Groningen,GM1651,Eemsmond,heist,2021,
7400,Noord-Brabant,GM0770,Eersel,bike theft,2018,35.0
7401,Noord-Brabant,GM0770,Eersel,bike theft,2019,25.0
7402,Noord-Brabant,GM0770,Eersel,bike theft,2020,30.0
7403,Noord-Brabant,GM0770,Eersel,bike theft,2021,25.0
13280,Noord-Brabant,GM0770,Eersel,moped theft,2018,5.0
13281,Noord-Brabant,GM0770,Eersel,moped theft,2019,0.0
13282,Noord-Brabant,GM0770,Eersel,moped theft,2020,5.0
13283,Noord-Brabant,GM0770,Eersel,moped theft,2021,5.0
19160,Noord-Brabant,GM0770,Eersel,motorcycle/scooter theft,2018,0.0
19161,Noord-Brabant,GM0770,Eersel,motorcycle/scooter theft,2019,0.0
19162,Noord-Brabant,GM0770,Eersel,motorcycle/scooter theft,2020,0.0
19163,Noord-Brabant,GM0770,Eersel,motorcycle/scooter theft,2021,0.0
25040,Noord-Brabant,GM0770,Eersel,car,2018,10.0
25041,Noord-Brabant,GM0770,Eersel,car,2019,5.0
25042,Noord-Brabant,GM0770,Eersel,car,2020,15.0
25043,Noord-Brabant,GM0770,Eersel,car,2021,5.0
36800,Noord-Brabant,GM0770,Eersel,boat theft,2018,0.0
36801,Noord-Brabant,GM0770,Eersel,boat theft,2019,0.0
36802,Noord-Brabant,GM0770,Eersel,boat theft,2020,0.0
36803,Noord-Brabant,GM0770,Eersel,boat theft,2021,0.0
60320,Noord-Brabant,GM0770,Eersel,animal theft,2018,0.0
60321,Noord-Brabant,GM0770,Eersel,animal theft,2019,0.0
60322,Noord-Brabant,GM0770,Eersel,animal theft,2020,0.0
60323,Noord-Brabant,GM0770,Eersel,animal theft,2021,0.0
66200,Noord-Brabant,GM0770,Eersel,street robbery,2018,0.0
66201,Noord-Brabant,GM0770,Eersel,street robbery,2019,0.0
66202,Noord-Brabant,GM0770,Eersel,street robbery,2020,0.0
66203,Noord-Brabant,GM0770,Eersel,street robbery,2021,0.0
72080,Noord-Brabant,GM0770,Eersel,pickpocketing,2018,5.0
72081,Noord-Brabant,GM0770,Eersel,pickpocketing,2019,5.0
72082,Noord-Brabant,GM0770,Eersel,pickpocketing,2020,5.0
72083,Noord-Brabant,GM0770,Eersel,pickpocketing,2021,0.0
95600,Noord-Brabant,GM0770,Eersel,shoplifting,2018,5.0
95601,Noord-Brabant,GM0770,Eersel,shoplifting,2019,5.0
95602,Noord-Brabant,GM0770,Eersel,shoplifting,2020,5.0
95603,Noord-Brabant,GM0770,Eersel,shoplifting,2021,5.0
136760,Noord-Brabant,GM0770,Eersel,heist,2018,0.0
136761,Noord-Brabant,GM0770,Eersel,heist,2019,0.0
136762,Noord-Brabant,GM0770,Eersel,heist,2020,0.0
136763,Noord-Brabant,GM0770,Eersel,heist,2021,0.0
7424,Limburg,GM1903,Eijsden-Margraten,bike theft,2018,75.0
7425,Limburg,GM1903,Eijsden-Margraten,bike theft,2019,65.0
7426,Limburg,GM1903,Eijsden-Margraten,bike theft,2020,50.0
7427,Limburg,GM1903,Eijsden-Margraten,bike theft,2021,40.0
13304,Limburg,GM1903,Eijsden-Margraten,moped theft,2018,5.0
13305,Limburg,GM1903,Eijsden-Margraten,moped theft,2019,10.0
13306,Limburg,GM1903,Eijsden-Margraten,moped theft,2020,5.0
13307,Limburg,GM1903,Eijsden-Margraten,moped theft,2021,10.0
19184,Limburg,GM1903,Eijsden-Margraten,motorcycle/scooter theft,2018,0.0
19185,Limburg,GM1903,Eijsden-Margraten,motorcycle/scooter theft,2019,0.0
19186,Limburg,GM1903,Eijsden-Margraten,motorcycle/scooter theft,2020,0.0
19187,Limburg,GM1903,Eijsden-Margraten,motorcycle/scooter theft,2021,0.0
25064,Limburg,GM1903,Eijsden-Margraten,car,2018,15.0
25065,Limburg,GM1903,Eijsden-Margraten,car,2019,10.0
25066,Limburg,GM1903,Eijsden-Margraten,car,2020,5.0
25067,Limburg,GM1903,Eijsden-Margraten,car,2021,10.0
36824,Limburg,GM1903,Eijsden-Margraten,boat theft,2018,0.0
36825,Limburg,GM1903,Eijsden-Margraten,boat theft,2019,0.0
36826,Limburg,GM1903,Eijsden-Margraten,boat theft,2020,0.0
36827,Limburg,GM1903,Eijsden-Margraten,boat theft,2021,0.0
60344,Limburg,GM1903,Eijsden-Margraten,animal theft,2018,0.0
60345,Limburg,GM1903,Eijsden-Margraten,animal theft,2019,0.0
60346,Limburg,GM1903,Eijsden-Margraten,animal theft,2020,0.0
60347,Limburg,GM1903,Eijsden-Margraten,animal theft,2021,0.0
66224,Limburg,GM1903,Eijsden-Margraten,street robbery,2018,0.0
66225,Limburg,GM1903,Eijsden-Margraten,street robbery,2019,5.0
66226,Limburg,GM1903,Eijsden-Margraten,street robbery,2020,0.0
66227,Limburg,GM1903,Eijsden-Margraten,street robbery,2021,0.0
72104,Limburg,GM1903,Eijsden-Margraten,pickpocketing,2018,5.0
72105,Limburg,GM1903,Eijsden-Margraten,pickpocketing,2019,10.0
72106,Limburg,GM1903,Eijsden-Margraten,pickpocketing,2020,0.0
72107,Limburg,GM1903,Eijsden-Margraten,pickpocketing,2021,5.0
95624,Limburg,GM1903,Eijsden-Margraten,shoplifting,2018,5.0
95625,Limburg,GM1903,Eijsden-Margraten,shoplifting,2019,5.0
95626,Limburg,GM1903,Eijsden-Margraten,shoplifting,2020,5.0
95627,Limburg,GM1903,Eijsden-Margraten,shoplifting,2021,5.0
136784,Limburg,GM1903,Eijsden-Margraten,heist,2018,0.0
136785,Limburg,GM1903,Eijsden-Margraten,heist,2019,0.0
136786,Limburg,GM1903,Eijsden-Margraten,heist,2020,0.0
136787,Limburg,GM1903,Eijsden-Margraten,heist,2021,0.0
7436,Noord-Brabant,GM0772,Eindhoven,bike theft,2018,1225.0
7437,Noord-Brabant,GM0772,Eindhoven,bike theft,2019,1245.0
7438,Noord-Brabant,GM0772,Eindhoven,bike theft,2020,1510.0
7439,Noord-Brabant,GM0772,Eindhoven,bike theft,2021,1320.0
13316,Noord-Brabant,GM0772,Eindhoven,moped theft,2018,295.0
13317,Noord-Brabant,GM0772,Eindhoven,moped theft,2019,340.0
13318,Noord-Brabant,GM0772,Eindhoven,moped theft,2020,350.0
13319,Noord-Brabant,GM0772,Eindhoven,moped theft,2021,285.0
19196,Noord-Brabant,GM0772,Eindhoven,motorcycle/scooter theft,2018,35.0
19197,Noord-Brabant,GM0772,Eindhoven,motorcycle/scooter theft,2019,45.0
19198,Noord-Brabant,GM0772,Eindhoven,motorcycle/scooter theft,2020,30.0
19199,Noord-Brabant,GM0772,Eindhoven,motorcycle/scooter theft,2021,30.0
25076,Noord-Brabant,GM0772,Eindhoven,car,2018,225.0
25077,Noord-Brabant,GM0772,Eindhoven,car,2019,155.0
25078,Noord-Brabant,GM0772,Eindhoven,car,2020,165.0
25079,Noord-Brabant,GM0772,Eindhoven,car,2021,130.0
36836,Noord-Brabant,GM0772,Eindhoven,boat theft,2018,0.0
36837,Noord-Brabant,GM0772,Eindhoven,boat theft,2019,0.0
36838,Noord-Brabant,GM0772,Eindhoven,boat theft,2020,0.0
36839,Noord-Brabant,GM0772,Eindhoven,boat theft,2021,0.0
60356,Noord-Brabant,GM0772,Eindhoven,animal theft,2018,0.0
60357,Noord-Brabant,GM0772,Eindhoven,animal theft,2019,0.0
60358,Noord-Brabant,GM0772,Eindhoven,animal theft,2020,5.0
60359,Noord-Brabant,GM0772,Eindhoven,animal theft,2021,0.0
66236,Noord-Brabant,GM0772,Eindhoven,street robbery,2018,90.0
66237,Noord-Brabant,GM0772,Eindhoven,street robbery,2019,50.0
66238,Noord-Brabant,GM0772,Eindhoven,street robbery,2020,55.0
66239,Noord-Brabant,GM0772,Eindhoven,street robbery,2021,40.0
72116,Noord-Brabant,GM0772,Eindhoven,pickpocketing,2018,820.0
72117,Noord-Brabant,GM0772,Eindhoven,pickpocketing,2019,645.0
72118,Noord-Brabant,GM0772,Eindhoven,pickpocketing,2020,380.0
72119,Noord-Brabant,GM0772,Eindhoven,pickpocketing,2021,195.0
95636,Noord-Brabant,GM0772,Eindhoven,shoplifting,2018,1150.0
95637,Noord-Brabant,GM0772,Eindhoven,shoplifting,2019,980.0
95638,Noord-Brabant,GM0772,Eindhoven,shoplifting,2020,895.0
95639,Noord-Brabant,GM0772,Eindhoven,shoplifting,2021,715.0
136796,Noord-Brabant,GM0772,Eindhoven,heist,2018,40.0
136797,Noord-Brabant,GM0772,Eindhoven,heist,2019,40.0
136798,Noord-Brabant,GM0772,Eindhoven,heist,2020,20.0
136799,Noord-Brabant,GM0772,Eindhoven,heist,2021,5.0
7448,Gelderland,GM0230,Elburg,bike theft,2018,30.0
7449,Gelderland,GM0230,Elburg,bike theft,2019,35.0
7450,Gelderland,GM0230,Elburg,bike theft,2020,25.0
7451,Gelderland,GM0230,Elburg,bike theft,2021,15.0
13328,Gelderland,GM0230,Elburg,moped theft,2018,5.0
13329,Gelderland,GM0230,Elburg,moped theft,2019,5.0
13330,Gelderland,GM0230,Elburg,moped theft,2020,5.0
13331,Gelderland,GM0230,Elburg,moped theft,2021,5.0
19208,Gelderland,GM0230,Elburg,motorcycle/scooter theft,2018,0.0
19209,Gelderland,GM0230,Elburg,motorcycle/scooter theft,2019,0.0
19210,Gelderland,GM0230,Elburg,motorcycle/scooter theft,2020,0.0
19211,Gelderland,GM0230,Elburg,motorcycle/scooter theft,2021,0.0
25088,Gelderland,GM0230,Elburg,car,2018,0.0
25089,Gelderland,GM0230,Elburg,car,2019,5.0
25090,Gelderland,GM0230,Elburg,car,2020,5.0
25091,Gelderland,GM0230,Elburg,car,2021,5.0
36848,Gelderland,GM0230,Elburg,boat theft,2018,0.0
36849,Gelderland,GM0230,Elburg,boat theft,2019,0.0
36850,Gelderland,GM0230,Elburg,boat theft,2020,0.0
36851,Gelderland,GM0230,Elburg,boat theft,2021,0.0
60368,Gelderland,GM0230,Elburg,animal theft,2018,0.0
60369,Gelderland,GM0230,Elburg,animal theft,2019,0.0
60370,Gelderland,GM0230,Elburg,animal theft,2020,0.0
60371,Gelderland,GM0230,Elburg,animal theft,2021,0.0
66248,Gelderland,GM0230,Elburg,street robbery,2018,0.0
66249,Gelderland,GM0230,Elburg,street robbery,2019,0.0
66250,Gelderland,GM0230,Elburg,street robbery,2020,0.0
66251,Gelderland,GM0230,Elburg,street robbery,2021,0.0
72128,Gelderland,GM0230,Elburg,pickpocketing,2018,0.0
72129,Gelderland,GM0230,Elburg,pickpocketing,2019,0.0
72130,Gelderland,GM0230,Elburg,pickpocketing,2020,0.0
72131,Gelderland,GM0230,Elburg,pickpocketing,2021,0.0
95648,Gelderland,GM0230,Elburg,shoplifting,2018,5.0
95649,Gelderland,GM0230,Elburg,shoplifting,2019,5.0
95650,Gelderland,GM0230,Elburg,shoplifting,2020,5.0
95651,Gelderland,GM0230,Elburg,shoplifting,2021,10.0
136808,Gelderland,GM0230,Elburg,heist,2018,0.0
136809,Gelderland,GM0230,Elburg,heist,2019,0.0
136810,Gelderland,GM0230,Elburg,heist,2020,0.0
136811,Gelderland,GM0230,Elburg,heist,2021,0.0
7460,Drenthe,GM0114,Emmen,bike theft,2018,235.0
7461,Drenthe,GM0114,Emmen,bike theft,2019,260.0
7462,Drenthe,GM0114,Emmen,bike theft,2020,255.0
7463,Drenthe,GM0114,Emmen,bike theft,2021,325.0
13340,Drenthe,GM0114,Emmen,moped theft,2018,25.0
13341,Drenthe,GM0114,Emmen,moped theft,2019,35.0
13342,Drenthe,GM0114,Emmen,moped theft,2020,60.0
13343,Drenthe,GM0114,Emmen,moped theft,2021,50.0
19220,Drenthe,GM0114,Emmen,motorcycle/scooter theft,2018,0.0
19221,Drenthe,GM0114,Emmen,motorcycle/scooter theft,2019,0.0
19222,Drenthe,GM0114,Emmen,motorcycle/scooter theft,2020,0.0
19223,Drenthe,GM0114,Emmen,motorcycle/scooter theft,2021,0.0
25100,Drenthe,GM0114,Emmen,car,2018,15.0
25101,Drenthe,GM0114,Emmen,car,2019,20.0
25102,Drenthe,GM0114,Emmen,car,2020,10.0
25103,Drenthe,GM0114,Emmen,car,2021,20.0
36860,Drenthe,GM0114,Emmen,boat theft,2018,0.0
36861,Drenthe,GM0114,Emmen,boat theft,2019,0.0
36862,Drenthe,GM0114,Emmen,boat theft,2020,0.0
36863,Drenthe,GM0114,Emmen,boat theft,2021,5.0
60380,Drenthe,GM0114,Emmen,animal theft,2018,0.0
60381,Drenthe,GM0114,Emmen,animal theft,2019,0.0
60382,Drenthe,GM0114,Emmen,animal theft,2020,0.0
60383,Drenthe,GM0114,Emmen,animal theft,2021,0.0
66260,Drenthe,GM0114,Emmen,street robbery,2018,5.0
66261,Drenthe,GM0114,Emmen,street robbery,2019,10.0
66262,Drenthe,GM0114,Emmen,street robbery,2020,5.0
66263,Drenthe,GM0114,Emmen,street robbery,2021,5.0
72140,Drenthe,GM0114,Emmen,pickpocketing,2018,20.0
72141,Drenthe,GM0114,Emmen,pickpocketing,2019,25.0
72142,Drenthe,GM0114,Emmen,pickpocketing,2020,30.0
72143,Drenthe,GM0114,Emmen,pickpocketing,2021,15.0
95660,Drenthe,GM0114,Emmen,shoplifting,2018,170.0
95661,Drenthe,GM0114,Emmen,shoplifting,2019,190.0
95662,Drenthe,GM0114,Emmen,shoplifting,2020,225.0
95663,Drenthe,GM0114,Emmen,shoplifting,2021,185.0
136820,Drenthe,GM0114,Emmen,heist,2018,5.0
136821,Drenthe,GM0114,Emmen,heist,2019,5.0
136822,Drenthe,GM0114,Emmen,heist,2020,0.0
136823,Drenthe,GM0114,Emmen,heist,2021,0.0
7472,Noord-Holland,GM0388,Enkhuizen,bike theft,2018,115.0
7473,Noord-Holland,GM0388,Enkhuizen,bike theft,2019,90.0
7474,Noord-Holland,GM0388,Enkhuizen,bike theft,2020,75.0
7475,Noord-Holland,GM0388,Enkhuizen,bike theft,2021,70.0
13352,Noord-Holland,GM0388,Enkhuizen,moped theft,2018,20.0
13353,Noord-Holland,GM0388,Enkhuizen,moped theft,2019,10.0
13354,Noord-Holland,GM0388,Enkhuizen,moped theft,2020,15.0
13355,Noord-Holland,GM0388,Enkhuizen,moped theft,2021,10.0
19232,Noord-Holland,GM0388,Enkhuizen,motorcycle/scooter theft,2018,0.0
19233,Noord-Holland,GM0388,Enkhuizen,motorcycle/scooter theft,2019,0.0
19234,Noord-Holland,GM0388,Enkhuizen,motorcycle/scooter theft,2020,0.0
19235,Noord-Holland,GM0388,Enkhuizen,motorcycle/scooter theft,2021,0.0
25112,Noord-Holland,GM0388,Enkhuizen,car,2018,5.0
25113,Noord-Holland,GM0388,Enkhuizen,car,2019,15.0
25114,Noord-Holland,GM0388,Enkhuizen,car,2020,10.0
25115,Noord-Holland,GM0388,Enkhuizen,car,2021,5.0
36872,Noord-Holland,GM0388,Enkhuizen,boat theft,2018,5.0
36873,Noord-Holland,GM0388,Enkhuizen,boat theft,2019,5.0
36874,Noord-Holland,GM0388,Enkhuizen,boat theft,2020,5.0
36875,Noord-Holland,GM0388,Enkhuizen,boat theft,2021,5.0
60392,Noord-Holland,GM0388,Enkhuizen,animal theft,2018,0.0
60393,Noord-Holland,GM0388,Enkhuizen,animal theft,2019,0.0
60394,Noord-Holland,GM0388,Enkhuizen,animal theft,2020,0.0
60395,Noord-Holland,GM0388,Enkhuizen,animal theft,2021,0.0
66272,Noord-Holland,GM0388,Enkhuizen,street robbery,2018,0.0
66273,Noord-Holland,GM0388,Enkhuizen,street robbery,2019,5.0
66274,Noord-Holland,GM0388,Enkhuizen,street robbery,2020,0.0
66275,Noord-Holland,GM0388,Enkhuizen,street robbery,2021,10.0
72152,Noord-Holland,GM0388,Enkhuizen,pickpocketing,2018,5.0
72153,Noord-Holland,GM0388,Enkhuizen,pickpocketing,2019,0.0
72154,Noord-Holland,GM0388,Enkhuizen,pickpocketing,2020,5.0
72155,Noord-Holland,GM0388,Enkhuizen,pickpocketing,2021,0.0
95672,Noord-Holland,GM0388,Enkhuizen,shoplifting,2018,40.0
95673,Noord-Holland,GM0388,Enkhuizen,shoplifting,2019,35.0
95674,Noord-Holland,GM0388,Enkhuizen,shoplifting,2020,50.0
95675,Noord-Holland,GM0388,Enkhuizen,shoplifting,2021,50.0
136832,Noord-Holland,GM0388,Enkhuizen,heist,2018,0.0
136833,Noord-Holland,GM0388,Enkhuizen,heist,2019,0.0
136834,Noord-Holland,GM0388,Enkhuizen,heist,2020,0.0
136835,Noord-Holland,GM0388,Enkhuizen,heist,2021,0.0
7484,Overijssel,GM0153,Enschede,bike theft,2018,1590.0
7485,Overijssel,GM0153,Enschede,bike theft,2019,1345.0
7486,Overijssel,GM0153,Enschede,bike theft,2020,1475.0
7487,Overijssel,GM0153,Enschede,bike theft,2021,1100.0
13364,Overijssel,GM0153,Enschede,moped theft,2018,285.0
13365,Overijssel,GM0153,Enschede,moped theft,2019,300.0
13366,Overijssel,GM0153,Enschede,moped theft,2020,310.0
13367,Overijssel,GM0153,Enschede,moped theft,2021,310.0
19244,Overijssel,GM0153,Enschede,motorcycle/scooter theft,2018,10.0
19245,Overijssel,GM0153,Enschede,motorcycle/scooter theft,2019,5.0
19246,Overijssel,GM0153,Enschede,motorcycle/scooter theft,2020,5.0
19247,Overijssel,GM0153,Enschede,motorcycle/scooter theft,2021,15.0
25124,Overijssel,GM0153,Enschede,car,2018,30.0
25125,Overijssel,GM0153,Enschede,car,2019,20.0
25126,Overijssel,GM0153,Enschede,car,2020,35.0
25127,Overijssel,GM0153,Enschede,car,2021,40.0
36884,Overijssel,GM0153,Enschede,boat theft,2018,0.0
36885,Overijssel,GM0153,Enschede,boat theft,2019,0.0
36886,Overijssel,GM0153,Enschede,boat theft,2020,0.0
36887,Overijssel,GM0153,Enschede,boat theft,2021,0.0
60404,Overijssel,GM0153,Enschede,animal theft,2018,0.0
60405,Overijssel,GM0153,Enschede,animal theft,2019,0.0
60406,Overijssel,GM0153,Enschede,animal theft,2020,0.0
60407,Overijssel,GM0153,Enschede,animal theft,2021,0.0
66284,Overijssel,GM0153,Enschede,street robbery,2018,20.0
66285,Overijssel,GM0153,Enschede,street robbery,2019,25.0
66286,Overijssel,GM0153,Enschede,street robbery,2020,25.0
66287,Overijssel,GM0153,Enschede,street robbery,2021,10.0
72164,Overijssel,GM0153,Enschede,pickpocketing,2018,80.0
72165,Overijssel,GM0153,Enschede,pickpocketing,2019,45.0
72166,Overijssel,GM0153,Enschede,pickpocketing,2020,65.0
72167,Overijssel,GM0153,Enschede,pickpocketing,2021,50.0
95684,Overijssel,GM0153,Enschede,shoplifting,2018,640.0
95685,Overijssel,GM0153,Enschede,shoplifting,2019,620.0
95686,Overijssel,GM0153,Enschede,shoplifting,2020,575.0
95687,Overijssel,GM0153,Enschede,shoplifting,2021,380.0
136844,Overijssel,GM0153,Enschede,heist,2018,15.0
136845,Overijssel,GM0153,Enschede,heist,2019,15.0
136846,Overijssel,GM0153,Enschede,heist,2020,15.0
136847,Overijssel,GM0153,Enschede,heist,2021,5.0
7496,Gelderland,GM0232,Epe,bike theft,2018,35.0
7497,Gelderland,GM0232,Epe,bike theft,2019,35.0
7498,Gelderland,GM0232,Epe,bike theft,2020,30.0
7499,Gelderland,GM0232,Epe,bike theft,2021,25.0
13376,Gelderland,GM0232,Epe,moped theft,2018,10.0
13377,Gelderland,GM0232,Epe,moped theft,2019,15.0
13378,Gelderland,GM0232,Epe,moped theft,2020,5.0
13379,Gelderland,GM0232,Epe,moped theft,2021,5.0
19256,Gelderland,GM0232,Epe,motorcycle/scooter theft,2018,0.0
19257,Gelderland,GM0232,Epe,motorcycle/scooter theft,2019,0.0
19258,Gelderland,GM0232,Epe,motorcycle/scooter theft,2020,0.0
19259,Gelderland,GM0232,Epe,motorcycle/scooter theft,2021,0.0
25136,Gelderland,GM0232,Epe,car,2018,5.0
25137,Gelderland,GM0232,Epe,car,2019,5.0
25138,Gelderland,GM0232,Epe,car,2020,5.0
25139,Gelderland,GM0232,Epe,car,2021,0.0
36896,Gelderland,GM0232,Epe,boat theft,2018,0.0
36897,Gelderland,GM0232,Epe,boat theft,2019,0.0
36898,Gelderland,GM0232,Epe,boat theft,2020,0.0
36899,Gelderland,GM0232,Epe,boat theft,2021,0.0
60416,Gelderland,GM0232,Epe,animal theft,2018,0.0
60417,Gelderland,GM0232,Epe,animal theft,2019,0.0
60418,Gelderland,GM0232,Epe,animal theft,2020,0.0
60419,Gelderland,GM0232,Epe,animal theft,2021,0.0
66296,Gelderland,GM0232,Epe,street robbery,2018,0.0
66297,Gelderland,GM0232,Epe,street robbery,2019,0.0
66298,Gelderland,GM0232,Epe,street robbery,2020,0.0
66299,Gelderland,GM0232,Epe,street robbery,2021,0.0
72176,Gelderland,GM0232,Epe,pickpocketing,2018,5.0
72177,Gelderland,GM0232,Epe,pickpocketing,2019,0.0
72178,Gelderland,GM0232,Epe,pickpocketing,2020,0.0
72179,Gelderland,GM0232,Epe,pickpocketing,2021,0.0
95696,Gelderland,GM0232,Epe,shoplifting,2018,35.0
95697,Gelderland,GM0232,Epe,shoplifting,2019,25.0
95698,Gelderland,GM0232,Epe,shoplifting,2020,25.0
95699,Gelderland,GM0232,Epe,shoplifting,2021,25.0
136856,Gelderland,GM0232,Epe,heist,2018,0.0
136857,Gelderland,GM0232,Epe,heist,2019,0.0
136858,Gelderland,GM0232,Epe,heist,2020,0.0
136859,Gelderland,GM0232,Epe,heist,2021,0.0
7508,Gelderland,GM0233,Ermelo,bike theft,2018,50.0
7509,Gelderland,GM0233,Ermelo,bike theft,2019,75.0
7510,Gelderland,GM0233,Ermelo,bike theft,2020,90.0
7511,Gelderland,GM0233,Ermelo,bike theft,2021,85.0
13388,Gelderland,GM0233,Ermelo,moped theft,2018,20.0
13389,Gelderland,GM0233,Ermelo,moped theft,2019,10.0
13390,Gelderland,GM0233,Ermelo,moped theft,2020,0.0
13391,Gelderland,GM0233,Ermelo,moped theft,2021,5.0
19268,Gelderland,GM0233,Ermelo,motorcycle/scooter theft,2018,0.0
