id,province,municipality_id,municipality,theft,year,count
9093,Zuid-Holland,GM1842,Midden-Delfland,bike theft,2019,20.0
9094,Zuid-Holland,GM1842,Midden-Delfland,bike theft,2020,10.0
9095,Zuid-Holland,GM1842,Midden-Delfland,bike theft,2021,10.0
14972,Zuid-Holland,GM1842,Midden-Delfland,moped theft,2018,0.0
14973,Zuid-Holland,GM1842,Midden-Delfland,moped theft,2019,5.0
14974,Zuid-Holland,GM1842,Midden-Delfland,moped theft,2020,10.0
14975,Zuid-Holland,GM1842,Midden-Delfland,moped theft,2021,5.0
20852,Zuid-Holland,GM1842,Midden-Delfland,motorcycle/scooter theft,2018,0.0
20853,Zuid-Holland,GM1842,Midden-Delfland,motorcycle/scooter theft,2019,0.0
20854,Zuid-Holland,GM1842,Midden-Delfland,motorcycle/scooter theft,2020,0.0
20855,Zuid-Holland,GM1842,Midden-Delfland,motorcycle/scooter theft,2021,0.0
26732,Zuid-Holland,GM1842,Midden-Delfland,car,2018,5.0
26733,Zuid-Holland,GM1842,Midden-Delfland,car,2019,5.0
26734,Zuid-Holland,GM1842,Midden-Delfland,car,2020,5.0
26735,Zuid-Holland,GM1842,Midden-Delfland,car,2021,5.0
38492,Zuid-Holland,GM1842,Midden-Delfland,boat theft,2018,0.0
38493,Zuid-Holland,GM1842,Midden-Delfland,boat theft,2019,5.0
38494,Zuid-Holland,GM1842,Midden-Delfland,boat theft,2020,5.0
38495,Zuid-Holland,GM1842,Midden-Delfland,boat theft,2021,5.0
62012,Zuid-Holland,GM1842,Midden-Delfland,animal theft,2018,0.0
62013,Zuid-Holland,GM1842,Midden-Delfland,animal theft,2019,0.0
62014,Zuid-Holland,GM1842,Midden-Delfland,animal theft,2020,0.0
62015,Zuid-Holland,GM1842,Midden-Delfland,animal theft,2021,0.0
67892,Zuid-Holland,GM1842,Midden-Delfland,street robbery,2018,0.0
67893,Zuid-Holland,GM1842,Midden-Delfland,street robbery,2019,0.0
67894,Zuid-Holland,GM1842,Midden-Delfland,street robbery,2020,5.0
67895,Zuid-Holland,GM1842,Midden-Delfland,street robbery,2021,0.0
73772,Zuid-Holland,GM1842,Midden-Delfland,pickpocketing,2018,0.0
73773,Zuid-Holland,GM1842,Midden-Delfland,pickpocketing,2019,0.0
73774,Zuid-Holland,GM1842,Midden-Delfland,pickpocketing,2020,0.0
73775,Zuid-Holland,GM1842,Midden-Delfland,pickpocketing,2021,0.0
97292,Zuid-Holland,GM1842,Midden-Delfland,shoplifting,2018,10.0
97293,Zuid-Holland,GM1842,Midden-Delfland,shoplifting,2019,10.0
97294,Zuid-Holland,GM1842,Midden-Delfland,shoplifting,2020,5.0
97295,Zuid-Holland,GM1842,Midden-Delfland,shoplifting,2021,10.0
138452,Zuid-Holland,GM1842,Midden-Delfland,heist,2018,0.0
138453,Zuid-Holland,GM1842,Midden-Delfland,heist,2019,0.0
138454,Zuid-Holland,GM1842,Midden-Delfland,heist,2020,0.0
138455,Zuid-Holland,GM1842,Midden-Delfland,heist,2021,0.0
9104,Drenthe,GM1731,Midden-Drenthe,bike theft,2018,30.0
9105,Drenthe,GM1731,Midden-Drenthe,bike theft,2019,40.0
9106,Drenthe,GM1731,Midden-Drenthe,bike theft,2020,25.0
9107,Drenthe,GM1731,Midden-Drenthe,bike theft,2021,50.0
14984,Drenthe,GM1731,Midden-Drenthe,moped theft,2018,0.0
14985,Drenthe,GM1731,Midden-Drenthe,moped theft,2019,5.0
14986,Drenthe,GM1731,Midden-Drenthe,moped theft,2020,0.0
14987,Drenthe,GM1731,Midden-Drenthe,moped theft,2021,0.0
20864,Drenthe,GM1731,Midden-Drenthe,motorcycle/scooter theft,2018,0.0
20865,Drenthe,GM1731,Midden-Drenthe,motorcycle/scooter theft,2019,0.0
20866,Drenthe,GM1731,Midden-Drenthe,motorcycle/scooter theft,2020,0.0
20867,Drenthe,GM1731,Midden-Drenthe,motorcycle/scooter theft,2021,0.0
26744,Drenthe,GM1731,Midden-Drenthe,car,2018,0.0
26745,Drenthe,GM1731,Midden-Drenthe,car,2019,0.0
26746,Drenthe,GM1731,Midden-Drenthe,car,2020,0.0
26747,Drenthe,GM1731,Midden-Drenthe,car,2021,5.0
38504,Drenthe,GM1731,Midden-Drenthe,boat theft,2018,0.0
38505,Drenthe,GM1731,Midden-Drenthe,boat theft,2019,0.0
38506,Drenthe,GM1731,Midden-Drenthe,boat theft,2020,0.0
38507,Drenthe,GM1731,Midden-Drenthe,boat theft,2021,0.0
62024,Drenthe,GM1731,Midden-Drenthe,animal theft,2018,0.0
62025,Drenthe,GM1731,Midden-Drenthe,animal theft,2019,0.0
62026,Drenthe,GM1731,Midden-Drenthe,animal theft,2020,0.0
62027,Drenthe,GM1731,Midden-Drenthe,animal theft,2021,5.0
67904,Drenthe,GM1731,Midden-Drenthe,street robbery,2018,0.0
67905,Drenthe,GM1731,Midden-Drenthe,street robbery,2019,0.0
67906,Drenthe,GM1731,Midden-Drenthe,street robbery,2020,0.0
67907,Drenthe,GM1731,Midden-Drenthe,street robbery,2021,0.0
73784,Drenthe,GM1731,Midden-Drenthe,pickpocketing,2018,5.0
73785,Drenthe,GM1731,Midden-Drenthe,pickpocketing,2019,5.0
73786,Drenthe,GM1731,Midden-Drenthe,pickpocketing,2020,0.0
73787,Drenthe,GM1731,Midden-Drenthe,pickpocketing,2021,0.0
97304,Drenthe,GM1731,Midden-Drenthe,shoplifting,2018,25.0
97305,Drenthe,GM1731,Midden-Drenthe,shoplifting,2019,15.0
97306,Drenthe,GM1731,Midden-Drenthe,shoplifting,2020,25.0
97307,Drenthe,GM1731,Midden-Drenthe,shoplifting,2021,5.0
138464,Drenthe,GM1731,Midden-Drenthe,heist,2018,0.0
138465,Drenthe,GM1731,Midden-Drenthe,heist,2019,0.0
138466,Drenthe,GM1731,Midden-Drenthe,heist,2020,0.0
138467,Drenthe,GM1731,Midden-Drenthe,heist,2021,0.0
9116,Groningen,GM1952,Midden-Groningen,bike theft,2018,110.0
9117,Groningen,GM1952,Midden-Groningen,bike theft,2019,105.0
9118,Groningen,GM1952,Midden-Groningen,bike theft,2020,65.0
9119,Groningen,GM1952,Midden-Groningen,bike theft,2021,55.0
14996,Groningen,GM1952,Midden-Groningen,moped theft,2018,20.0
14997,Groningen,GM1952,Midden-Groningen,moped theft,2019,15.0
14998,Groningen,GM1952,Midden-Groningen,moped theft,2020,15.0
14999,Groningen,GM1952,Midden-Groningen,moped theft,2021,30.0
20876,Groningen,GM1952,Midden-Groningen,motorcycle/scooter theft,2018,0.0
20877,Groningen,GM1952,Midden-Groningen,motorcycle/scooter theft,2019,0.0
20878,Groningen,GM1952,Midden-Groningen,motorcycle/scooter theft,2020,0.0
20879,Groningen,GM1952,Midden-Groningen,motorcycle/scooter theft,2021,0.0
26756,Groningen,GM1952,Midden-Groningen,car,2018,5.0
26757,Groningen,GM1952,Midden-Groningen,car,2019,10.0
26758,Groningen,GM1952,Midden-Groningen,car,2020,5.0
26759,Groningen,GM1952,Midden-Groningen,car,2021,5.0
38516,Groningen,GM1952,Midden-Groningen,boat theft,2018,0.0
38517,Groningen,GM1952,Midden-Groningen,boat theft,2019,0.0
38518,Groningen,GM1952,Midden-Groningen,boat theft,2020,0.0
38519,Groningen,GM1952,Midden-Groningen,boat theft,2021,5.0
62036,Groningen,GM1952,Midden-Groningen,animal theft,2018,0.0
62037,Groningen,GM1952,Midden-Groningen,animal theft,2019,0.0
62038,Groningen,GM1952,Midden-Groningen,animal theft,2020,0.0
62039,Groningen,GM1952,Midden-Groningen,animal theft,2021,0.0
67916,Groningen,GM1952,Midden-Groningen,street robbery,2018,0.0
67917,Groningen,GM1952,Midden-Groningen,street robbery,2019,0.0
67918,Groningen,GM1952,Midden-Groningen,street robbery,2020,0.0
67919,Groningen,GM1952,Midden-Groningen,street robbery,2021,5.0
73796,Groningen,GM1952,Midden-Groningen,pickpocketing,2018,5.0
73797,Groningen,GM1952,Midden-Groningen,pickpocketing,2019,0.0
73798,Groningen,GM1952,Midden-Groningen,pickpocketing,2020,5.0
73799,Groningen,GM1952,Midden-Groningen,pickpocketing,2021,0.0
97316,Groningen,GM1952,Midden-Groningen,shoplifting,2018,55.0
97317,Groningen,GM1952,Midden-Groningen,shoplifting,2019,30.0
97318,Groningen,GM1952,Midden-Groningen,shoplifting,2020,45.0
97319,Groningen,GM1952,Midden-Groningen,shoplifting,2021,45.0
138476,Groningen,GM1952,Midden-Groningen,heist,2018,0.0
138477,Groningen,GM1952,Midden-Groningen,heist,2019,0.0
138478,Groningen,GM1952,Midden-Groningen,heist,2020,0.0
138479,Groningen,GM1952,Midden-Groningen,heist,2021,0.0
9128,Noord-Brabant,GM0815,Mill en Sint Hubert,bike theft,2018,10.0
9129,Noord-Brabant,GM0815,Mill en Sint Hubert,bike theft,2019,15.0
9130,Noord-Brabant,GM0815,Mill en Sint Hubert,bike theft,2020,10.0
9131,Noord-Brabant,GM0815,Mill en Sint Hubert,bike theft,2021,5.0
15008,Noord-Brabant,GM0815,Mill en Sint Hubert,moped theft,2018,0.0
15009,Noord-Brabant,GM0815,Mill en Sint Hubert,moped theft,2019,0.0
15010,Noord-Brabant,GM0815,Mill en Sint Hubert,moped theft,2020,0.0
15011,Noord-Brabant,GM0815,Mill en Sint Hubert,moped theft,2021,0.0
20888,Noord-Brabant,GM0815,Mill en Sint Hubert,motorcycle/scooter theft,2018,0.0
20889,Noord-Brabant,GM0815,Mill en Sint Hubert,motorcycle/scooter theft,2019,0.0
20890,Noord-Brabant,GM0815,Mill en Sint Hubert,motorcycle/scooter theft,2020,0.0
20891,Noord-Brabant,GM0815,Mill en Sint Hubert,motorcycle/scooter theft,2021,0.0
26768,Noord-Brabant,GM0815,Mill en Sint Hubert,car,2018,0.0
26769,Noord-Brabant,GM0815,Mill en Sint Hubert,car,2019,0.0
26770,Noord-Brabant,GM0815,Mill en Sint Hubert,car,2020,0.0
26771,Noord-Brabant,GM0815,Mill en Sint Hubert,car,2021,0.0
38528,Noord-Brabant,GM0815,Mill en Sint Hubert,boat theft,2018,0.0
38529,Noord-Brabant,GM0815,Mill en Sint Hubert,boat theft,2019,0.0
38530,Noord-Brabant,GM0815,Mill en Sint Hubert,boat theft,2020,0.0
38531,Noord-Brabant,GM0815,Mill en Sint Hubert,boat theft,2021,0.0
62048,Noord-Brabant,GM0815,Mill en Sint Hubert,animal theft,2018,0.0
62049,Noord-Brabant,GM0815,Mill en Sint Hubert,animal theft,2019,0.0
62050,Noord-Brabant,GM0815,Mill en Sint Hubert,animal theft,2020,0.0
62051,Noord-Brabant,GM0815,Mill en Sint Hubert,animal theft,2021,0.0
67928,Noord-Brabant,GM0815,Mill en Sint Hubert,street robbery,2018,0.0
67929,Noord-Brabant,GM0815,Mill en Sint Hubert,street robbery,2019,0.0
67930,Noord-Brabant,GM0815,Mill en Sint Hubert,street robbery,2020,0.0
67931,Noord-Brabant,GM0815,Mill en Sint Hubert,street robbery,2021,0.0
73808,Noord-Brabant,GM0815,Mill en Sint Hubert,pickpocketing,2018,0.0
73809,Noord-Brabant,GM0815,Mill en Sint Hubert,pickpocketing,2019,0.0
73810,Noord-Brabant,GM0815,Mill en Sint Hubert,pickpocketing,2020,0.0
73811,Noord-Brabant,GM0815,Mill en Sint Hubert,pickpocketing,2021,0.0
97328,Noord-Brabant,GM0815,Mill en Sint Hubert,shoplifting,2018,0.0
97329,Noord-Brabant,GM0815,Mill en Sint Hubert,shoplifting,2019,20.0
97330,Noord-Brabant,GM0815,Mill en Sint Hubert,shoplifting,2020,5.0
97331,Noord-Brabant,GM0815,Mill en Sint Hubert,shoplifting,2021,5.0
138488,Noord-Brabant,GM0815,Mill en Sint Hubert,heist,2018,0.0
138489,Noord-Brabant,GM0815,Mill en Sint Hubert,heist,2019,0.0
138490,Noord-Brabant,GM0815,Mill en Sint Hubert,heist,2020,0.0
138491,Noord-Brabant,GM0815,Mill en Sint Hubert,heist,2021,0.0
9152,Noord-Brabant,GM1709,Moerdijk,bike theft,2018,50.0
9153,Noord-Brabant,GM1709,Moerdijk,bike theft,2019,40.0
9154,Noord-Brabant,GM1709,Moerdijk,bike theft,2020,30.0
9155,Noord-Brabant,GM1709,Moerdijk,bike theft,2021,45.0
15032,Noord-Brabant,GM1709,Moerdijk,moped theft,2018,0.0
15033,Noord-Brabant,GM1709,Moerdijk,moped theft,2019,10.0
15034,Noord-Brabant,GM1709,Moerdijk,moped theft,2020,15.0
15035,Noord-Brabant,GM1709,Moerdijk,moped theft,2021,10.0
20912,Noord-Brabant,GM1709,Moerdijk,motorcycle/scooter theft,2018,5.0
20913,Noord-Brabant,GM1709,Moerdijk,motorcycle/scooter theft,2019,0.0
20914,Noord-Brabant,GM1709,Moerdijk,motorcycle/scooter theft,2020,5.0
20915,Noord-Brabant,GM1709,Moerdijk,motorcycle/scooter theft,2021,0.0
26792,Noord-Brabant,GM1709,Moerdijk,car,2018,20.0
26793,Noord-Brabant,GM1709,Moerdijk,car,2019,30.0
26794,Noord-Brabant,GM1709,Moerdijk,car,2020,20.0
26795,Noord-Brabant,GM1709,Moerdijk,car,2021,25.0
38552,Noord-Brabant,GM1709,Moerdijk,boat theft,2018,5.0
38553,Noord-Brabant,GM1709,Moerdijk,boat theft,2019,0.0
38554,Noord-Brabant,GM1709,Moerdijk,boat theft,2020,5.0
38555,Noord-Brabant,GM1709,Moerdijk,boat theft,2021,0.0
62072,Noord-Brabant,GM1709,Moerdijk,animal theft,2018,0.0
62073,Noord-Brabant,GM1709,Moerdijk,animal theft,2019,0.0
62074,Noord-Brabant,GM1709,Moerdijk,animal theft,2020,0.0
62075,Noord-Brabant,GM1709,Moerdijk,animal theft,2021,0.0
67952,Noord-Brabant,GM1709,Moerdijk,street robbery,2018,0.0
67953,Noord-Brabant,GM1709,Moerdijk,street robbery,2019,0.0
67954,Noord-Brabant,GM1709,Moerdijk,street robbery,2020,0.0
67955,Noord-Brabant,GM1709,Moerdijk,street robbery,2021,0.0
73832,Noord-Brabant,GM1709,Moerdijk,pickpocketing,2018,10.0
73833,Noord-Brabant,GM1709,Moerdijk,pickpocketing,2019,0.0
73834,Noord-Brabant,GM1709,Moerdijk,pickpocketing,2020,5.0
73835,Noord-Brabant,GM1709,Moerdijk,pickpocketing,2021,0.0
97352,Noord-Brabant,GM1709,Moerdijk,shoplifting,2018,10.0
97353,Noord-Brabant,GM1709,Moerdijk,shoplifting,2019,15.0
97354,Noord-Brabant,GM1709,Moerdijk,shoplifting,2020,15.0
97355,Noord-Brabant,GM1709,Moerdijk,shoplifting,2021,20.0
138512,Noord-Brabant,GM1709,Moerdijk,heist,2018,0.0
138513,Noord-Brabant,GM1709,Moerdijk,heist,2019,0.0
138514,Noord-Brabant,GM1709,Moerdijk,heist,2020,0.0
138515,Noord-Brabant,GM1709,Moerdijk,heist,2021,0.0
9164,Zuid-Holland,GM1978,Molenlanden,bike theft,2018,
9165,Zuid-Holland,GM1978,Molenlanden,bike theft,2019,10.0
9166,Zuid-Holland,GM1978,Molenlanden,bike theft,2020,15.0
9167,Zuid-Holland,GM1978,Molenlanden,bike theft,2021,15.0
15044,Zuid-Holland,GM1978,Molenlanden,moped theft,2018,
15045,Zuid-Holland,GM1978,Molenlanden,moped theft,2019,5.0
15046,Zuid-Holland,GM1978,Molenlanden,moped theft,2020,5.0
15047,Zuid-Holland,GM1978,Molenlanden,moped theft,2021,5.0
20924,Zuid-Holland,GM1978,Molenlanden,motorcycle/scooter theft,2018,
20925,Zuid-Holland,GM1978,Molenlanden,motorcycle/scooter theft,2019,0.0
20926,Zuid-Holland,GM1978,Molenlanden,motorcycle/scooter theft,2020,0.0
20927,Zuid-Holland,GM1978,Molenlanden,motorcycle/scooter theft,2021,0.0
26804,Zuid-Holland,GM1978,Molenlanden,car,2018,
26805,Zuid-Holland,GM1978,Molenlanden,car,2019,5.0
26806,Zuid-Holland,GM1978,Molenlanden,car,2020,0.0
26807,Zuid-Holland,GM1978,Molenlanden,car,2021,0.0
38564,Zuid-Holland,GM1978,Molenlanden,boat theft,2018,
38565,Zuid-Holland,GM1978,Molenlanden,boat theft,2019,0.0
38566,Zuid-Holland,GM1978,Molenlanden,boat theft,2020,5.0
38567,Zuid-Holland,GM1978,Molenlanden,boat theft,2021,0.0
62084,Zuid-Holland,GM1978,Molenlanden,animal theft,2018,
62085,Zuid-Holland,GM1978,Molenlanden,animal theft,2019,0.0
62086,Zuid-Holland,GM1978,Molenlanden,animal theft,2020,0.0
62087,Zuid-Holland,GM1978,Molenlanden,animal theft,2021,0.0
67964,Zuid-Holland,GM1978,Molenlanden,street robbery,2018,
67965,Zuid-Holland,GM1978,Molenlanden,street robbery,2019,0.0
67966,Zuid-Holland,GM1978,Molenlanden,street robbery,2020,0.0
67967,Zuid-Holland,GM1978,Molenlanden,street robbery,2021,0.0
73844,Zuid-Holland,GM1978,Molenlanden,pickpocketing,2018,
73845,Zuid-Holland,GM1978,Molenlanden,pickpocketing,2019,5.0
73846,Zuid-Holland,GM1978,Molenlanden,pickpocketing,2020,5.0
73847,Zuid-Holland,GM1978,Molenlanden,pickpocketing,2021,0.0
97364,Zuid-Holland,GM1978,Molenlanden,shoplifting,2018,
97365,Zuid-Holland,GM1978,Molenlanden,shoplifting,2019,5.0
97366,Zuid-Holland,GM1978,Molenlanden,shoplifting,2020,5.0
97367,Zuid-Holland,GM1978,Molenlanden,shoplifting,2021,5.0
138524,Zuid-Holland,GM1978,Molenlanden,heist,2018,
138525,Zuid-Holland,GM1978,Molenlanden,heist,2019,0.0
138526,Zuid-Holland,GM1978,Molenlanden,heist,2020,0.0
138527,Zuid-Holland,GM1978,Molenlanden,heist,2021,0.0
9176,Zuid-Holland,GM1927,Molenwaard,bike theft,2018,10.0
9177,Zuid-Holland,GM1927,Molenwaard,bike theft,2019,
9178,Zuid-Holland,GM1927,Molenwaard,bike theft,2020,
9179,Zuid-Holland,GM1927,Molenwaard,bike theft,2021,
15056,Zuid-Holland,GM1927,Molenwaard,moped theft,2018,0.0
15057,Zuid-Holland,GM1927,Molenwaard,moped theft,2019,
15058,Zuid-Holland,GM1927,Molenwaard,moped theft,2020,
15059,Zuid-Holland,GM1927,Molenwaard,moped theft,2021,
20936,Zuid-Holland,GM1927,Molenwaard,motorcycle/scooter theft,2018,0.0
20937,Zuid-Holland,GM1927,Molenwaard,motorcycle/scooter theft,2019,
20938,Zuid-Holland,GM1927,Molenwaard,motorcycle/scooter theft,2020,
20939,Zuid-Holland,GM1927,Molenwaard,motorcycle/scooter theft,2021,
26816,Zuid-Holland,GM1927,Molenwaard,car,2018,0.0
26817,Zuid-Holland,GM1927,Molenwaard,car,2019,
26818,Zuid-Holland,GM1927,Molenwaard,car,2020,
26819,Zuid-Holland,GM1927,Molenwaard,car,2021,
38576,Zuid-Holland,GM1927,Molenwaard,boat theft,2018,0.0
38577,Zuid-Holland,GM1927,Molenwaard,boat theft,2019,
38578,Zuid-Holland,GM1927,Molenwaard,boat theft,2020,
38579,Zuid-Holland,GM1927,Molenwaard,boat theft,2021,
62096,Zuid-Holland,GM1927,Molenwaard,animal theft,2018,0.0
62097,Zuid-Holland,GM1927,Molenwaard,animal theft,2019,
62098,Zuid-Holland,GM1927,Molenwaard,animal theft,2020,
62099,Zuid-Holland,GM1927,Molenwaard,animal theft,2021,
67976,Zuid-Holland,GM1927,Molenwaard,street robbery,2018,0.0
67977,Zuid-Holland,GM1927,Molenwaard,street robbery,2019,
67978,Zuid-Holland,GM1927,Molenwaard,street robbery,2020,
67979,Zuid-Holland,GM1927,Molenwaard,street robbery,2021,
73856,Zuid-Holland,GM1927,Molenwaard,pickpocketing,2018,5.0
73857,Zuid-Holland,GM1927,Molenwaard,pickpocketing,2019,
73858,Zuid-Holland,GM1927,Molenwaard,pickpocketing,2020,
73859,Zuid-Holland,GM1927,Molenwaard,pickpocketing,2021,
97376,Zuid-Holland,GM1927,Molenwaard,shoplifting,2018,5.0
97377,Zuid-Holland,GM1927,Molenwaard,shoplifting,2019,
97378,Zuid-Holland,GM1927,Molenwaard,shoplifting,2020,
97379,Zuid-Holland,GM1927,Molenwaard,shoplifting,2021,
138536,Zuid-Holland,GM1927,Molenwaard,heist,2018,5.0
138537,Zuid-Holland,GM1927,Molenwaard,heist,2019,
138538,Zuid-Holland,GM1927,Molenwaard,heist,2020,
138539,Zuid-Holland,GM1927,Molenwaard,heist,2021,
9188,Gelderland,GM1955,Montferland,bike theft,2018,40.0
9189,Gelderland,GM1955,Montferland,bike theft,2019,40.0
9190,Gelderland,GM1955,Montferland,bike theft,2020,65.0
9191,Gelderland,GM1955,Montferland,bike theft,2021,55.0
15068,Gelderland,GM1955,Montferland,moped theft,2018,5.0
15069,Gelderland,GM1955,Montferland,moped theft,2019,5.0
15070,Gelderland,GM1955,Montferland,moped theft,2020,10.0
15071,Gelderland,GM1955,Montferland,moped theft,2021,5.0
20948,Gelderland,GM1955,Montferland,motorcycle/scooter theft,2018,0.0
20949,Gelderland,GM1955,Montferland,motorcycle/scooter theft,2019,0.0
20950,Gelderland,GM1955,Montferland,motorcycle/scooter theft,2020,0.0
20951,Gelderland,GM1955,Montferland,motorcycle/scooter theft,2021,0.0
26828,Gelderland,GM1955,Montferland,car,2018,5.0
26829,Gelderland,GM1955,Montferland,car,2019,10.0
26830,Gelderland,GM1955,Montferland,car,2020,10.0
26831,Gelderland,GM1955,Montferland,car,2021,5.0
38588,Gelderland,GM1955,Montferland,boat theft,2018,0.0
38589,Gelderland,GM1955,Montferland,boat theft,2019,0.0
38590,Gelderland,GM1955,Montferland,boat theft,2020,0.0
38591,Gelderland,GM1955,Montferland,boat theft,2021,0.0
62108,Gelderland,GM1955,Montferland,animal theft,2018,0.0
62109,Gelderland,GM1955,Montferland,animal theft,2019,0.0
62110,Gelderland,GM1955,Montferland,animal theft,2020,0.0
62111,Gelderland,GM1955,Montferland,animal theft,2021,0.0
67988,Gelderland,GM1955,Montferland,street robbery,2018,0.0
67989,Gelderland,GM1955,Montferland,street robbery,2019,0.0
67990,Gelderland,GM1955,Montferland,street robbery,2020,0.0
67991,Gelderland,GM1955,Montferland,street robbery,2021,0.0
73868,Gelderland,GM1955,Montferland,pickpocketing,2018,5.0
73869,Gelderland,GM1955,Montferland,pickpocketing,2019,0.0
73870,Gelderland,GM1955,Montferland,pickpocketing,2020,0.0
73871,Gelderland,GM1955,Montferland,pickpocketing,2021,5.0
97388,Gelderland,GM1955,Montferland,shoplifting,2018,10.0
97389,Gelderland,GM1955,Montferland,shoplifting,2019,15.0
97390,Gelderland,GM1955,Montferland,shoplifting,2020,20.0
97391,Gelderland,GM1955,Montferland,shoplifting,2021,15.0
138548,Gelderland,GM1955,Montferland,heist,2018,0.0
138549,Gelderland,GM1955,Montferland,heist,2019,0.0
138550,Gelderland,GM1955,Montferland,heist,2020,0.0
138551,Gelderland,GM1955,Montferland,heist,2021,0.0
9200,Utrecht,GM0335,Montfoort,bike theft,2018,15.0
9201,Utrecht,GM0335,Montfoort,bike theft,2019,15.0
9202,Utrecht,GM0335,Montfoort,bike theft,2020,15.0
9203,Utrecht,GM0335,Montfoort,bike theft,2021,15.0
15080,Utrecht,GM0335,Montfoort,moped theft,2018,0.0
15081,Utrecht,GM0335,Montfoort,moped theft,2019,0.0
15082,Utrecht,GM0335,Montfoort,moped theft,2020,0.0
15083,Utrecht,GM0335,Montfoort,moped theft,2021,0.0
20960,Utrecht,GM0335,Montfoort,motorcycle/scooter theft,2018,0.0
20961,Utrecht,GM0335,Montfoort,motorcycle/scooter theft,2019,0.0
20962,Utrecht,GM0335,Montfoort,motorcycle/scooter theft,2020,0.0
20963,Utrecht,GM0335,Montfoort,motorcycle/scooter theft,2021,0.0
26840,Utrecht,GM0335,Montfoort,car,2018,5.0
26841,Utrecht,GM0335,Montfoort,car,2019,0.0
26842,Utrecht,GM0335,Montfoort,car,2020,0.0
26843,Utrecht,GM0335,Montfoort,car,2021,0.0
38600,Utrecht,GM0335,Montfoort,boat theft,2018,0.0
38601,Utrecht,GM0335,Montfoort,boat theft,2019,0.0
38602,Utrecht,GM0335,Montfoort,boat theft,2020,0.0
38603,Utrecht,GM0335,Montfoort,boat theft,2021,0.0
62120,Utrecht,GM0335,Montfoort,animal theft,2018,0.0
62121,Utrecht,GM0335,Montfoort,animal theft,2019,0.0
62122,Utrecht,GM0335,Montfoort,animal theft,2020,0.0
62123,Utrecht,GM0335,Montfoort,animal theft,2021,0.0
68000,Utrecht,GM0335,Montfoort,street robbery,2018,0.0
68001,Utrecht,GM0335,Montfoort,street robbery,2019,0.0
68002,Utrecht,GM0335,Montfoort,street robbery,2020,0.0
68003,Utrecht,GM0335,Montfoort,street robbery,2021,0.0
73880,Utrecht,GM0335,Montfoort,pickpocketing,2018,0.0
73881,Utrecht,GM0335,Montfoort,pickpocketing,2019,0.0
73882,Utrecht,GM0335,Montfoort,pickpocketing,2020,0.0
73883,Utrecht,GM0335,Montfoort,pickpocketing,2021,5.0
97400,Utrecht,GM0335,Montfoort,shoplifting,2018,5.0
97401,Utrecht,GM0335,Montfoort,shoplifting,2019,10.0
97402,Utrecht,GM0335,Montfoort,shoplifting,2020,10.0
97403,Utrecht,GM0335,Montfoort,shoplifting,2021,0.0
138560,Utrecht,GM0335,Montfoort,heist,2018,0.0
138561,Utrecht,GM0335,Montfoort,heist,2019,0.0
138562,Utrecht,GM0335,Montfoort,heist,2020,0.0
138563,Utrecht,GM0335,Montfoort,heist,2021,0.0
9212,Limburg,GM0944,Mook en Middelaar,bike theft,2018,25.0
9213,Limburg,GM0944,Mook en Middelaar,bike theft,2019,20.0
9214,Limburg,GM0944,Mook en Middelaar,bike theft,2020,20.0
9215,Limburg,GM0944,Mook en Middelaar,bike theft,2021,15.0
15092,Limburg,GM0944,Mook en Middelaar,moped theft,2018,5.0
15093,Limburg,GM0944,Mook en Middelaar,moped theft,2019,5.0
15094,Limburg,GM0944,Mook en Middelaar,moped theft,2020,0.0
15095,Limburg,GM0944,Mook en Middelaar,moped theft,2021,0.0
20972,Limburg,GM0944,Mook en Middelaar,motorcycle/scooter theft,2018,0.0
20973,Limburg,GM0944,Mook en Middelaar,motorcycle/scooter theft,2019,0.0
20974,Limburg,GM0944,Mook en Middelaar,motorcycle/scooter theft,2020,0.0
20975,Limburg,GM0944,Mook en Middelaar,motorcycle/scooter theft,2021,0.0
26852,Limburg,GM0944,Mook en Middelaar,car,2018,0.0
26853,Limburg,GM0944,Mook en Middelaar,car,2019,0.0
26854,Limburg,GM0944,Mook en Middelaar,car,2020,5.0
26855,Limburg,GM0944,Mook en Middelaar,car,2021,5.0
38612,Limburg,GM0944,Mook en Middelaar,boat theft,2018,0.0
38613,Limburg,GM0944,Mook en Middelaar,boat theft,2019,0.0
38614,Limburg,GM0944,Mook en Middelaar,boat theft,2020,0.0
38615,Limburg,GM0944,Mook en Middelaar,boat theft,2021,5.0
62132,Limburg,GM0944,Mook en Middelaar,animal theft,2018,0.0
62133,Limburg,GM0944,Mook en Middelaar,animal theft,2019,0.0
62134,Limburg,GM0944,Mook en Middelaar,animal theft,2020,0.0
62135,Limburg,GM0944,Mook en Middelaar,animal theft,2021,0.0
68012,Limburg,GM0944,Mook en Middelaar,street robbery,2018,0.0
68013,Limburg,GM0944,Mook en Middelaar,street robbery,2019,0.0
68014,Limburg,GM0944,Mook en Middelaar,street robbery,2020,0.0
68015,Limburg,GM0944,Mook en Middelaar,street robbery,2021,0.0
73892,Limburg,GM0944,Mook en Middelaar,pickpocketing,2018,0.0
73893,Limburg,GM0944,Mook en Middelaar,pickpocketing,2019,0.0
73894,Limburg,GM0944,Mook en Middelaar,pickpocketing,2020,0.0
73895,Limburg,GM0944,Mook en Middelaar,pickpocketing,2021,0.0
