ID;GebruikVanGeweld;SoortDiefstal;RegioS;Perioden;TotaalGeregistreerdeDiefstallen_1;GeregistreerdeDiefstallenPer1000Inw_3
136631;T001540;CRI1144;GM0498;2021JJ00;0;     0.0
136640;T001540;CRI1144;GM1719;2018JJ00;0;     0.0
136641;T001540;CRI1144;GM1719;2019JJ00;0;     0.0
136642;T001540;CRI1144;GM1719;2020JJ00;5;       .
136643;T001540;CRI1144;GM1719;2021JJ00;5;       .
136652;T001540;CRI1144;GM0303;2018JJ00;0;     0.0
136653;T001540;CRI1144;GM0303;2019JJ00;5;       .
136654;T001540;CRI1144;GM0303;2020JJ00;0;     0.0
136655;T001540;CRI1144;GM0303;2021JJ00;0;     0.0
136664;T001540;CRI1144;GM0225;2018JJ00;0;     0.0
136665;T001540;CRI1144;GM0225;2019JJ00;0;     0.0
136666;T001540;CRI1144;GM0225;2020JJ00;0;     0.0
136667;T001540;CRI1144;GM0225;2021JJ00;0;     0.0
136676;T001540;CRI1144;GM0226;2018JJ00;0;     0.0
136677;T001540;CRI1144;GM0226;2019JJ00;0;     0.0
136678;T001540;CRI1144;GM0226;2020JJ00;5;       .
136679;T001540;CRI1144;GM0226;2021JJ00;0;     0.0
136688;T001540;CRI1144;GM1711;2018JJ00;0;     0.0
136689;T001540;CRI1144;GM1711;2019JJ00;0;     0.0
136690;T001540;CRI1144;GM1711;2020JJ00;0;     0.0
136691;T001540;CRI1144;GM1711;2021JJ00;0;     0.0
136700;T001540;CRI1144;GM0385;2018JJ00;0;     0.0
136701;T001540;CRI1144;GM0385;2019JJ00;5;       .
136702;T001540;CRI1144;GM0385;2020JJ00;0;     0.0
136703;T001540;CRI1144;GM0385;2021JJ00;0;     0.0
136712;T001540;CRI1144;GM0228;2018JJ00;5;       .
136713;T001540;CRI1144;GM0228;2019JJ00;0;     0.0
136714;T001540;CRI1144;GM0228;2020JJ00;0;     0.0
136715;T001540;CRI1144;GM0228;2021JJ00;5;       .
136724;T001540;CRI1144;GM0317;2018JJ00;0;     0.0
136725;T001540;CRI1144;GM0317;2019JJ00;0;     0.0
136726;T001540;CRI1144;GM0317;2020JJ00;0;     0.0
136727;T001540;CRI1144;GM0317;2021JJ00;0;     0.0
136736;T001540;CRI1144;GM1979;2018JJ00;;
136737;T001540;CRI1144;GM1979;2019JJ00;;
136738;T001540;CRI1144;GM1979;2020JJ00;;
136739;T001540;CRI1144;GM1979;2021JJ00;0;     0.0
136748;T001540;CRI1144;GM1651;2018JJ00;0;     0.0
136749;T001540;CRI1144;GM1651;2019JJ00;;
136750;T001540;CRI1144;GM1651;2020JJ00;;
136751;T001540;CRI1144;GM1651;2021JJ00;;
136760;T001540;CRI1144;GM0770;2018JJ00;0;     0.0
136761;T001540;CRI1144;GM0770;2019JJ00;0;     0.0
136762;T001540;CRI1144;GM0770;2020JJ00;0;     0.0
136763;T001540;CRI1144;GM0770;2021JJ00;0;     0.0
136772;T001540;CRI1144;GM0905;2018JJ00;;
136773;T001540;CRI1144;GM0905;2019JJ00;;
136774;T001540;CRI1144;GM0905;2020JJ00;;
136775;T001540;CRI1144;GM0905;2021JJ00;;
136784;T001540;CRI1144;GM1903;2018JJ00;0;     0.0
136785;T001540;CRI1144;GM1903;2019JJ00;0;     0.0
136786;T001540;CRI1144;GM1903;2020JJ00;0;     0.0
136787;T001540;CRI1144;GM1903;2021JJ00;0;     0.0
136796;T001540;CRI1144;GM0772;2018JJ00;40;       .
136797;T001540;CRI1144;GM0772;2019JJ00;40;       .
136798;T001540;CRI1144;GM0772;2020JJ00;20;       .
136799;T001540;CRI1144;GM0772;2021JJ00;5;       .
136808;T001540;CRI1144;GM0230;2018JJ00;0;     0.0
136809;T001540;CRI1144;GM0230;2019JJ00;0;     0.0
136810;T001540;CRI1144;GM0230;2020JJ00;0;     0.0
136811;T001540;CRI1144;GM0230;2021JJ00;0;     0.0
136820;T001540;CRI1144;GM0114;2018JJ00;5;       .
136821;T001540;CRI1144;GM0114;2019JJ00;5;       .
136822;T001540;CRI1144;GM0114;2020JJ00;0;     0.0
136823;T001540;CRI1144;GM0114;2021JJ00;0;     0.0
136832;T001540;CRI1144;GM0388;2018JJ00;0;     0.0
136833;T001540;CRI1144;GM0388;2019JJ00;0;     0.0
136834;T001540;CRI1144;GM0388;2020JJ00;0;     0.0
136835;T001540;CRI1144;GM0388;2021JJ00;0;     0.0
136844;T001540;CRI1144;GM0153;2018JJ00;15;       .
136845;T001540;CRI1144;GM0153;2019JJ00;15;       .
136846;T001540;CRI1144;GM0153;2020JJ00;15;       .
136847;T001540;CRI1144;GM0153;2021JJ00;5;       .
136856;T001540;CRI1144;GM0232;2018JJ00;0;     0.0
136857;T001540;CRI1144;GM0232;2019JJ00;0;     0.0
136858;T001540;CRI1144;GM0232;2020JJ00;0;     0.0
136859;T001540;CRI1144;GM0232;2021JJ00;0;     0.0
136868;T001540;CRI1144;GM0233;2018JJ00;0;     0.0
136869;T001540;CRI1144;GM0233;2019JJ00;0;     0.0
136870;T001540;CRI1144;GM0233;2020JJ00;0;     0.0
136871;T001540;CRI1144;GM0233;2021JJ00;0;     0.0
136880;T001540;CRI1144;GM0777;2018JJ00;0;     0.0
136881;T001540;CRI1144;GM0777;2019JJ00;0;     0.0
136882;T001540;CRI1144;GM0777;2020JJ00;0;     0.0
136883;T001540;CRI1144;GM0777;2021JJ00;0;     0.0
136892;T001540;CRI1144;GM1722;2018JJ00;0;     0.0
136893;T001540;CRI1144;GM1722;2019JJ00;;
136894;T001540;CRI1144;GM1722;2020JJ00;;
136895;T001540;CRI1144;GM1722;2021JJ00;;
136904;T001540;CRI1144;GM0070;2018JJ00;;
136905;T001540;CRI1144;GM0070;2019JJ00;;
136906;T001540;CRI1144;GM0070;2020JJ00;;
136907;T001540;CRI1144;GM0070;2021JJ00;;
136916;T001540;CRI1144;GM1921;2018JJ00;;
136917;T001540;CRI1144;GM1921;2019JJ00;;
136918;T001540;CRI1144;GM1921;2020JJ00;;
136919;T001540;CRI1144;GM1921;2021JJ00;;
136928;T001540;CRI1144;GM1940;2018JJ00;0;     0.0
136929;T001540;CRI1144;GM1940;2019JJ00;0;     0.0
136930;T001540;CRI1144;GM1940;2020JJ00;0;     0.0
136931;T001540;CRI1144;GM1940;2021JJ00;0;     0.0
136940;T001540;CRI1144;GM0653;2018JJ00;;
136941;T001540;CRI1144;GM0653;2019JJ00;;
136942;T001540;CRI1144;GM0653;2020JJ00;;
136943;T001540;CRI1144;GM0653;2021JJ00;;
136952;T001540;CRI1144;GM0779;2018JJ00;0;     0.0
136953;T001540;CRI1144;GM0779;2019JJ00;0;     0.0
136954;T001540;CRI1144;GM0779;2020JJ00;0;     0.0
136955;T001540;CRI1144;GM0779;2021JJ00;0;     0.0
136964;T001540;CRI1144;GM0236;2018JJ00;0;     0.0
136965;T001540;CRI1144;GM0236;2019JJ00;;
136966;T001540;CRI1144;GM0236;2020JJ00;;
136967;T001540;CRI1144;GM0236;2021JJ00;;
136976;T001540;CRI1144;GM1771;2018JJ00;5;       .
136977;T001540;CRI1144;GM1771;2019JJ00;0;     0.0
136978;T001540;CRI1144;GM1771;2020JJ00;0;     0.0
136979;T001540;CRI1144;GM1771;2021JJ00;0;     0.0
136988;T001540;CRI1144;GM1652;2018JJ00;0;     0.0
136989;T001540;CRI1144;GM1652;2019JJ00;0;     0.0
136990;T001540;CRI1144;GM1652;2020JJ00;0;     0.0
136991;T001540;CRI1144;GM1652;2021JJ00;0;     0.0
137000;T001540;CRI1144;GM0907;2018JJ00;0;     0.0
137001;T001540;CRI1144;GM0907;2019JJ00;0;     0.0
137002;T001540;CRI1144;GM0907;2020JJ00;0;     0.0
137003;T001540;CRI1144;GM0907;2021JJ00;0;     0.0
137012;T001540;CRI1144;GM0689;2018JJ00;0;     0.0
137013;T001540;CRI1144;GM0689;2019JJ00;;
137014;T001540;CRI1144;GM0689;2020JJ00;;
137015;T001540;CRI1144;GM0689;2021JJ00;;
137024;T001540;CRI1144;GM0784;2018JJ00;0;     0.0
137025;T001540;CRI1144;GM0784;2019JJ00;0;     0.0
137026;T001540;CRI1144;GM0784;2020JJ00;0;     0.0
137027;T001540;CRI1144;GM0784;2021JJ00;0;     0.0
137036;T001540;CRI1144;GM0511;2018JJ00;;
137037;T001540;CRI1144;GM0511;2019JJ00;;
137038;T001540;CRI1144;GM0511;2020JJ00;;
137039;T001540;CRI1144;GM0511;2021JJ00;;
137048;T001540;CRI1144;GM1924;2018JJ00;0;     0.0
137049;T001540;CRI1144;GM1924;2019JJ00;0;     0.0
137050;T001540;CRI1144;GM1924;2020JJ00;0;     0.0
137051;T001540;CRI1144;GM1924;2021JJ00;0;     0.0
137060;T001540;CRI1144;GM0664;2018JJ00;0;     0.0
137061;T001540;CRI1144;GM0664;2019JJ00;5;       .
137062;T001540;CRI1144;GM0664;2020JJ00;0;     0.0
137063;T001540;CRI1144;GM0664;2021JJ00;0;     0.0
137072;T001540;CRI1144;GM0785;2018JJ00;0;     0.0
137073;T001540;CRI1144;GM0785;2019JJ00;0;     0.0
137074;T001540;CRI1144;GM0785;2020JJ00;0;     0.0
137075;T001540;CRI1144;GM0785;2021JJ00;0;     0.0
137084;T001540;CRI1144;GM1942;2018JJ00;0;     0.0
137085;T001540;CRI1144;GM1942;2019JJ00;0;     0.0
137086;T001540;CRI1144;GM1942;2020JJ00;0;     0.0
137087;T001540;CRI1144;GM1942;2021JJ00;5;       .
137096;T001540;CRI1144;GM0512;2018JJ00;0;     0.0
137097;T001540;CRI1144;GM0512;2019JJ00;0;     0.0
137098;T001540;CRI1144;GM0512;2020JJ00;0;     0.0
137099;T001540;CRI1144;GM0512;2021JJ00;0;     0.0
137108;T001540;CRI1144;GM0513;2018JJ00;10;       .
137109;T001540;CRI1144;GM0513;2019JJ00;0;     0.0
137110;T001540;CRI1144;GM0513;2020JJ00;5;       .
137111;T001540;CRI1144;GM0513;2021JJ00;5;       .
137120;T001540;CRI1144;GM0693;2018JJ00;;
137121;T001540;CRI1144;GM0693;2019JJ00;;
137122;T001540;CRI1144;GM0693;2020JJ00;;
137123;T001540;CRI1144;GM0693;2021JJ00;;
137132;T001540;CRI1144;GM0365;2018JJ00;;
137133;T001540;CRI1144;GM0365;2019JJ00;;
137134;T001540;CRI1144;GM0365;2020JJ00;;
137135;T001540;CRI1144;GM0365;2021JJ00;;
137144;T001540;CRI1144;GM0786;2018JJ00;0;     0.0
137145;T001540;CRI1144;GM0786;2019JJ00;0;     0.0
137146;T001540;CRI1144;GM0786;2020JJ00;0;     0.0
137147;T001540;CRI1144;GM0786;2021JJ00;0;     0.0
137156;T001540;CRI1144;GM0518;2018JJ00;50;       .
137157;T001540;CRI1144;GM0518;2019JJ00;55;       .
137158;T001540;CRI1144;GM0518;2020JJ00;45;       .
137159;T001540;CRI1144;GM0518;2021JJ00;40;       .
137168;T001540;CRI1144;GM0241;2018JJ00;;
137169;T001540;CRI1144;GM0241;2019JJ00;;
137170;T001540;CRI1144;GM0241;2020JJ00;;
137171;T001540;CRI1144;GM0241;2021JJ00;;
137180;T001540;CRI1144;GM0014;2018JJ00;10;       .
137181;T001540;CRI1144;GM0014;2019JJ00;30;       .
137182;T001540;CRI1144;GM0014;2020JJ00;10;       .
137183;T001540;CRI1144;GM0014;2021JJ00;5;       .
137192;T001540;CRI1144;GM0015;2018JJ00;0;     0.0
137193;T001540;CRI1144;GM0015;2019JJ00;;
137194;T001540;CRI1144;GM0015;2020JJ00;;
137195;T001540;CRI1144;GM0015;2021JJ00;;
137204;T001540;CRI1144;GM1729;2018JJ00;0;     0.0
137205;T001540;CRI1144;GM1729;2019JJ00;0;     0.0
137206;T001540;CRI1144;GM1729;2020JJ00;0;     0.0
137207;T001540;CRI1144;GM1729;2021JJ00;0;     0.0
137216;T001540;CRI1144;GM0158;2018JJ00;5;       .
137217;T001540;CRI1144;GM0158;2019JJ00;0;     0.0
137218;T001540;CRI1144;GM0158;2020JJ00;0;     0.0
137219;T001540;CRI1144;GM0158;2021JJ00;0;     0.0
137228;T001540;CRI1144;GM0788;2018JJ00;0;     0.0
137229;T001540;CRI1144;GM0788;2019JJ00;0;     0.0
137230;T001540;CRI1144;GM0788;2020JJ00;0;     0.0
137231;T001540;CRI1144;GM0788;2021JJ00;;
137240;T001540;CRI1144;GM0392;2018JJ00;15;       .
137241;T001540;CRI1144;GM0392;2019JJ00;15;       .
137242;T001540;CRI1144;GM0392;2020JJ00;15;       .
137243;T001540;CRI1144;GM0392;2021JJ00;10;       .
137252;T001540;CRI1144;GM0393;2018JJ00;5;       .
137253;T001540;CRI1144;GM0393;2019JJ00;;
137254;T001540;CRI1144;GM0393;2020JJ00;;
137255;T001540;CRI1144;GM0393;2021JJ00;;
137264;T001540;CRI1144;GM0394;2018JJ00;10;       .
137265;T001540;CRI1144;GM0394;2019JJ00;10;       .
137266;T001540;CRI1144;GM0394;2020JJ00;5;       .
137267;T001540;CRI1144;GM0394;2021JJ00;10;       .
137276;T001540;CRI1144;GM1655;2018JJ00;0;     0.0
137277;T001540;CRI1144;GM1655;2019JJ00;5;       .
137278;T001540;CRI1144;GM1655;2020JJ00;0;     0.0
137279;T001540;CRI1144;GM1655;2021JJ00;0;     0.0
137288;T001540;CRI1144;GM0160;2018JJ00;0;     0.0
137289;T001540;CRI1144;GM0160;2019JJ00;0;     0.0
137290;T001540;CRI1144;GM0160;2020JJ00;0;     0.0
137291;T001540;CRI1144;GM0160;2021JJ00;0;     0.0
137300;T001540;CRI1144;GM0243;2018JJ00;0;     0.0
137301;T001540;CRI1144;GM0243;2019JJ00;0;     0.0
137302;T001540;CRI1144;GM0243;2020JJ00;5;       .
137303;T001540;CRI1144;GM0243;2021JJ00;0;     0.0
137312;T001540;CRI1144;GM0523;2018JJ00;0;     0.0
137313;T001540;CRI1144;GM0523;2019JJ00;0;     0.0
137314;T001540;CRI1144;GM0523;2020JJ00;0;     0.0
137315;T001540;CRI1144;GM0523;2021JJ00;0;     0.0
137324;T001540;CRI1144;GM0017;2018JJ00;0;     0.0
137325;T001540;CRI1144;GM0017;2019JJ00;;
137326;T001540;CRI1144;GM0017;2020JJ00;;
137327;T001540;CRI1144;GM0017;2021JJ00;;
137336;T001540;CRI1144;GM0395;2018JJ00;;
137337;T001540;CRI1144;GM0395;2019JJ00;;
137338;T001540;CRI1144;GM0395;2020JJ00;;
137339;T001540;CRI1144;GM0395;2021JJ00;;
137348;T001540;CRI1144;GM0072;2018JJ00;0;     0.0
137349;T001540;CRI1144;GM0072;2019JJ00;0;     0.0
137350;T001540;CRI1144;GM0072;2020JJ00;0;     0.0
137351;T001540;CRI1144;GM0072;2021JJ00;0;     0.0
137360;T001540;CRI1144;GM0244;2018JJ00;0;     0.0
137361;T001540;CRI1144;GM0244;2019JJ00;0;     0.0
137362;T001540;CRI1144;GM0244;2020JJ00;0;     0.0
137363;T001540;CRI1144;GM0244;2021JJ00;0;     0.0
137372;T001540;CRI1144;GM0396;2018JJ00;5;       .
137373;T001540;CRI1144;GM0396;2019JJ00;5;       .
137374;T001540;CRI1144;GM0396;2020JJ00;0;     0.0
137375;T001540;CRI1144;GM0396;2021JJ00;0;     0.0
137384;T001540;CRI1144;GM0397;2018JJ00;0;     0.0
137385;T001540;CRI1144;GM0397;2019JJ00;0;     0.0
137386;T001540;CRI1144;GM0397;2020JJ00;5;       .
137387;T001540;CRI1144;GM0397;2021JJ00;0;     0.0
137396;T001540;CRI1144;GM0246;2018JJ00;0;     0.0
137397;T001540;CRI1144;GM0246;2019JJ00;0;     0.0
137398;T001540;CRI1144;GM0246;2020JJ00;0;     0.0
137399;T001540;CRI1144;GM0246;2021JJ00;0;     0.0
137408;T001540;CRI1144;GM0074;2018JJ00;5;       .
137409;T001540;CRI1144;GM0074;2019JJ00;0;     0.0
137410;T001540;CRI1144;GM0074;2020JJ00;0;     0.0
137411;T001540;CRI1144;GM0074;2021JJ00;0;     0.0
137420;T001540;CRI1144;GM0398;2018JJ00;0;     0.0
137421;T001540;CRI1144;GM0398;2019JJ00;10;       .
137422;T001540;CRI1144;GM0398;2020JJ00;0;     0.0
137423;T001540;CRI1144;GM0398;2021JJ00;5;       .
137432;T001540;CRI1144;GM0917;2018JJ00;10;       .
137433;T001540;CRI1144;GM0917;2019JJ00;10;       .
137434;T001540;CRI1144;GM0917;2020JJ00;10;       .
137435;T001540;CRI1144;GM0917;2021JJ00;5;       .
137444;T001540;CRI1144;GM1658;2018JJ00;0;     0.0
137445;T001540;CRI1144;GM1658;2019JJ00;0;     0.0
137446;T001540;CRI1144;GM1658;2020JJ00;0;     0.0
137447;T001540;CRI1144;GM1658;2021JJ00;0;     0.0
137456;T001540;CRI1144;GM0399;2018JJ00;0;     0.0
137457;T001540;CRI1144;GM0399;2019JJ00;0;     0.0
137458;T001540;CRI1144;GM0399;2020JJ00;0;     0.0
137459;T001540;CRI1144;GM0399;2021JJ00;0;     0.0
137468;T001540;CRI1144;GM0400;2018JJ00;5;       .
137469;T001540;CRI1144;GM0400;2019JJ00;0;     0.0
137470;T001540;CRI1144;GM0400;2020JJ00;0;     0.0
137471;T001540;CRI1144;GM0400;2021JJ00;0;     0.0
137480;T001540;CRI1144;GM0163;2018JJ00;0;     0.0
137481;T001540;CRI1144;GM0163;2019JJ00;0;     0.0
137482;T001540;CRI1144;GM0163;2020JJ00;0;     0.0
137483;T001540;CRI1144;GM0163;2021JJ00;0;     0.0
137492;T001540;CRI1144;GM0530;2018JJ00;0;     0.0
137493;T001540;CRI1144;GM0530;2019JJ00;0;     0.0
137494;T001540;CRI1144;GM0530;2020JJ00;0;     0.0
137495;T001540;CRI1144;GM0530;2021JJ00;0;     0.0
137504;T001540;CRI1144;GM0794;2018JJ00;15;       .
137505;T001540;CRI1144;GM0794;2019JJ00;5;       .
137506;T001540;CRI1144;GM0794;2020JJ00;5;       .
137507;T001540;CRI1144;GM0794;2021JJ00;5;       .
137516;T001540;CRI1144;GM0531;2018JJ00;0;     0.0
137517;T001540;CRI1144;GM0531;2019JJ00;0;     0.0
137518;T001540;CRI1144;GM0531;2020JJ00;0;     0.0
137519;T001540;CRI1144;GM0531;2021JJ00;0;     0.0
137528;T001540;CRI1144;GM0164;2018JJ00;5;       .
137529;T001540;CRI1144;GM0164;2019JJ00;5;       .
137530;T001540;CRI1144;GM0164;2020JJ00;5;       .
137531;T001540;CRI1144;GM0164;2021JJ00;5;       .
137540;T001540;CRI1144;GM0796;2018JJ00;10;       .
137541;T001540;CRI1144;GM0796;2019JJ00;10;       .
137542;T001540;CRI1144;GM0796;2020JJ00;5;       .
137543;T001540;CRI1144;GM0796;2021JJ00;5;       .
137552;T001540;CRI1144;GM0252;2018JJ00;0;     0.0
137553;T001540;CRI1144;GM0252;2019JJ00;0;     0.0
137554;T001540;CRI1144;GM0252;2020JJ00;0;     0.0
137555;T001540;CRI1144;GM0252;2021JJ00;0;     0.0
137564;T001540;CRI1144;GM0797;2018JJ00;0;     0.0
137565;T001540;CRI1144;GM0797;2019JJ00;0;     0.0
137566;T001540;CRI1144;GM0797;2020JJ00;0;     0.0
137567;T001540;CRI1144;GM0797;2021JJ00;0;     0.0
137576;T001540;CRI1144;GM0534;2018JJ00;0;     0.0
137577;T001540;CRI1144;GM0534;2019JJ00;0;     0.0
137578;T001540;CRI1144;GM0534;2020JJ00;0;     0.0
137579;T001540;CRI1144;GM0534;2021JJ00;0;     0.0
137588;T001540;CRI1144;GM0798;2018JJ00;0;     0.0
137589;T001540;CRI1144;GM0798;2019JJ00;5;       .
137590;T001540;CRI1144;GM0798;2020JJ00;0;     0.0
137591;T001540;CRI1144;GM0798;2021JJ00;0;     0.0
137600;T001540;CRI1144;GM0402;2018JJ00;5;       .
137601;T001540;CRI1144;GM0402;2019JJ00;0;     0.0
137602;T001540;CRI1144;GM0402;2020JJ00;10;       .
137603;T001540;CRI1144;GM0402;2021JJ00;0;     0.0
137612;T001540;CRI1144;GM1963;2018JJ00;;
137613;T001540;CRI1144;GM1963;2019JJ00;0;     0.0
137614;T001540;CRI1144;GM1963;2020JJ00;0;     0.0
137615;T001540;CRI1144;GM1963;2021JJ00;0;     0.0
137624;T001540;CRI1144;GM1735;2018JJ00;0;     0.0
137625;T001540;CRI1144;GM1735;2019JJ00;0;     0.0
137626;T001540;CRI1144;GM1735;2020JJ00;0;     0.0
137627;T001540;CRI1144;GM1735;2021JJ00;0;     0.0
137636;T001540;CRI1144;GM1966;2018JJ00;;
137637;T001540;CRI1144;GM1966;2019JJ00;0;     0.0
137638;T001540;CRI1144;GM1966;2020JJ00;0;     0.0
137639;T001540;CRI1144;GM1966;2021JJ00;0;     0.0
137648;T001540;CRI1144;GM1911;2018JJ00;0;     0.0
137649;T001540;CRI1144;GM1911;2019JJ00;0;     0.0
137650;T001540;CRI1144;GM1911;2020JJ00;5;       .
137651;T001540;CRI1144;GM1911;2021JJ00;0;     0.0
137660;T001540;CRI1144;GM0118;2018JJ00;5;       .
137661;T001540;CRI1144;GM0118;2019JJ00;5;       .
137662;T001540;CRI1144;GM0118;2020JJ00;0;     0.0
137663;T001540;CRI1144;GM0118;2021JJ00;0;     0.0
137672;T001540;CRI1144;GM0018;2018JJ00;;
137673;T001540;CRI1144;GM0018;2019JJ00;;
137674;T001540;CRI1144;GM0018;2020JJ00;;
137675;T001540;CRI1144;GM0018;2021JJ00;;
137684;T001540;CRI1144;GM0405;2018JJ00;5;       .
137685;T001540;CRI1144;GM0405;2019JJ00;5;       .
137686;T001540;CRI1144;GM0405;2020JJ00;10;       .
137687;T001540;CRI1144;GM0405;2021JJ00;5;       .
137696;T001540;CRI1144;GM1507;2018JJ00;0;     0.0
137697;T001540;CRI1144;GM1507;2019JJ00;0;     0.0
137698;T001540;CRI1144;GM1507;2020JJ00;5;       .
137699;T001540;CRI1144;GM1507;2021JJ00;0;     0.0
137708;T001540;CRI1144;GM0321;2018JJ00;0;     0.0
137709;T001540;CRI1144;GM0321;2019JJ00;0;     0.0
137710;T001540;CRI1144;GM0321;2020JJ00;0;     0.0
137711;T001540;CRI1144;GM0321;2021JJ00;5;       .
137720;T001540;CRI1144;GM0406;2018JJ00;0;     0.0
137721;T001540;CRI1144;GM0406;2019JJ00;0;     0.0
137722;T001540;CRI1144;GM0406;2020JJ00;0;     0.0
137723;T001540;CRI1144;GM0406;2021JJ00;0;     0.0
137732;T001540;CRI1144;GM0677;2018JJ00;0;     0.0
137733;T001540;CRI1144;GM0677;2019JJ00;0;     0.0
137734;T001540;CRI1144;GM0677;2020JJ00;0;     0.0
137735;T001540;CRI1144;GM0677;2021JJ00;0;     0.0
137744;T001540;CRI1144;GM0353;2018JJ00;0;     0.0
137745;T001540;CRI1144;GM0353;2019JJ00;0;     0.0
137746;T001540;CRI1144;GM0353;2020JJ00;5;       .
137747;T001540;CRI1144;GM0353;2021JJ00;0;     0.0
137756;T001540;CRI1144;GM1884;2018JJ00;0;     0.0
137757;T001540;CRI1144;GM1884;2019JJ00;0;     0.0
137758;T001540;CRI1144;GM1884;2020JJ00;0;     0.0
137759;T001540;CRI1144;GM1884;2021JJ00;0;     0.0
137768;T001540;CRI1144;GM0166;2018JJ00;0;     0.0
137769;T001540;CRI1144;GM0166;2019JJ00;0;     0.0
137770;T001540;CRI1144;GM0166;2020JJ00;0;     0.0
137771;T001540;CRI1144;GM0166;2021JJ00;0;     0.0
137780;T001540;CRI1144;GM0678;2018JJ00;0;     0.0
137781;T001540;CRI1144;GM0678;2019JJ00;0;     0.0
137782;T001540;CRI1144;GM0678;2020JJ00;0;     0.0
137783;T001540;CRI1144;GM0678;2021JJ00;0;     0.0
137792;T001540;CRI1144;GM0537;2018JJ00;0;     0.0
137793;T001540;CRI1144;GM0537;2019JJ00;0;     0.0
137794;T001540;CRI1144;GM0537;2020JJ00;0;     0.0
137795;T001540;CRI1144;GM0537;2021JJ00;0;     0.0
137804;T001540;CRI1144;GM0928;2018JJ00;0;     0.0
137805;T001540;CRI1144;GM0928;2019JJ00;5;       .
137806;T001540;CRI1144;GM0928;2020JJ00;5;       .
137807;T001540;CRI1144;GM0928;2021JJ00;5;       .
137816;T001540;CRI1144;GM1598;2018JJ00;0;     0.0
137817;T001540;CRI1144;GM1598;2019JJ00;0;     0.0
137818;T001540;CRI1144;GM1598;2020JJ00;0;     0.0
137819;T001540;CRI1144;GM1598;2021JJ00;0;     0.0
137828;T001540;CRI1144;GM0079;2018JJ00;0;     0.0
137829;T001540;CRI1144;GM0079;2019JJ00;;
137830;T001540;CRI1144;GM0079;2020JJ00;;
137831;T001540;CRI1144;GM0079;2021JJ00;;
137840;T001540;CRI1144;GM0588;2018JJ00;0;     0.0
137841;T001540;CRI1144;GM0588;2019JJ00;;
137842;T001540;CRI1144;GM0588;2020JJ00;;
137843;T001540;CRI1144;GM0588;2021JJ00;;
137852;T001540;CRI1144;GM0542;2018JJ00;0;     0.0
137853;T001540;CRI1144;GM0542;2019JJ00;0;     0.0
137854;T001540;CRI1144;GM0542;2020JJ00;0;     0.0
137855;T001540;CRI1144;GM0542;2021JJ00;0;     0.0
137864;T001540;CRI1144;GM1931;2018JJ00;5;       .
137865;T001540;CRI1144;GM1931;2019JJ00;0;     0.0
137866;T001540;CRI1144;GM1931;2020JJ00;0;     0.0
137867;T001540;CRI1144;GM1931;2021JJ00;0;     0.0
137876;T001540;CRI1144;GM1659;2018JJ00;5;       .
137877;T001540;CRI1144;GM1659;2019JJ00;0;     0.0
137878;T001540;CRI1144;GM1659;2020JJ00;0;     0.0
137879;T001540;CRI1144;GM1659;2021JJ00;0;     0.0
137888;T001540;CRI1144;GM1685;2018JJ00;0;     0.0
137889;T001540;CRI1144;GM1685;2019JJ00;0;     0.0
137890;T001540;CRI1144;GM1685;2020JJ00;0;     0.0
137891;T001540;CRI1144;GM1685;2021JJ00;0;     0.0
137900;T001540;CRI1144;GM0882;2018JJ00;0;     0.0
137901;T001540;CRI1144;GM0882;2019JJ00;5;       .
137902;T001540;CRI1144;GM0882;2020JJ00;0;     0.0
137903;T001540;CRI1144;GM0882;2021JJ00;5;       .
137912;T001540;CRI1144;GM0415;2018JJ00;0;     0.0
137913;T001540;CRI1144;GM0415;2019JJ00;0;     0.0
137914;T001540;CRI1144;GM0415;2020JJ00;0;     0.0
137915;T001540;CRI1144;GM0415;2021JJ00;0;     0.0
137924;T001540;CRI1144;GM0416;2018JJ00;0;     0.0
137925;T001540;CRI1144;GM0416;2019JJ00;5;       .
137926;T001540;CRI1144;GM0416;2020JJ00;0;     0.0
137927;T001540;CRI1144;GM0416;2021JJ00;0;     0.0
137936;T001540;CRI1144;GM1621;2018JJ00;5;       .
137937;T001540;CRI1144;GM1621;2019JJ00;0;     0.0
137938;T001540;CRI1144;GM1621;2020JJ00;0;     0.0
137939;T001540;CRI1144;GM1621;2021JJ00;0;     0.0
137948;T001540;CRI1144;GM0417;2018JJ00;0;     0.0
137949;T001540;CRI1144;GM0417;2019JJ00;0;     0.0
137950;T001540;CRI1144;GM0417;2020JJ00;0;     0.0
137951;T001540;CRI1144;GM0417;2021JJ00;0;     0.0
137960;T001540;CRI1144;GM0022;2018JJ00;0;     0.0
137961;T001540;CRI1144;GM0022;2019JJ00;;
137962;T001540;CRI1144;GM0022;2020JJ00;;
137963;T001540;CRI1144;GM0022;2021JJ00;;
137972;T001540;CRI1144;GM0545;2018JJ00;0;     0.0
137973;T001540;CRI1144;GM0545;2019JJ00;;
137974;T001540;CRI1144;GM0545;2020JJ00;;
137975;T001540;CRI1144;GM0545;2021JJ00;;
137984;T001540;CRI1144;GM0080;2018JJ00;5;       .
137985;T001540;CRI1144;GM0080;2019JJ00;5;       .
137986;T001540;CRI1144;GM0080;2020JJ00;5;       .
137987;T001540;CRI1144;GM0080;2021JJ00;5;       .
