ID;GebruikVanGeweld;SoortDiefstal;RegioS;Perioden;TotaalGeregistreerdeDiefstallen_1;GeregistreerdeDiefstallenPer1000Inw_3
6116;T001540;CRI1122;GM1680;2018JJ00;25;       .
6117;T001540;CRI1122;GM1680;2019JJ00;50;       .
6118;T001540;CRI1122;GM1680;2020JJ00;20;       .
6119;T001540;CRI1122;GM1680;2021JJ00;30;       .
6128;T001540;CRI1122;GM0738;2018JJ00;5;       .
6129;T001540;CRI1122;GM0738;2019JJ00;;
6130;T001540;CRI1122;GM0738;2020JJ00;;
6131;T001540;CRI1122;GM0738;2021JJ00;;
6140;T001540;CRI1122;GM0358;2018JJ00;75;       .
6141;T001540;CRI1122;GM0358;2019JJ00;70;       .
6142;T001540;CRI1122;GM0358;2020JJ00;40;       .
6143;T001540;CRI1122;GM0358;2021JJ00;50;       .
6152;T001540;CRI1122;GM0197;2018JJ00;20;       .
6153;T001540;CRI1122;GM0197;2019JJ00;65;       .
6154;T001540;CRI1122;GM0197;2020JJ00;25;       .
6155;T001540;CRI1122;GM0197;2021JJ00;20;       .
6164;T001540;CRI1122;GM0305;2018JJ00;;
6165;T001540;CRI1122;GM0305;2019JJ00;;
6166;T001540;CRI1122;GM0305;2020JJ00;;
6167;T001540;CRI1122;GM0305;2021JJ00;;
6176;T001540;CRI1122;GM0059;2018JJ00;30;       .
6177;T001540;CRI1122;GM0059;2019JJ00;15;       .
6178;T001540;CRI1122;GM0059;2020JJ00;15;       .
6179;T001540;CRI1122;GM0059;2021JJ00;20;       .
6188;T001540;CRI1122;GM0482;2018JJ00;30;       .
6189;T001540;CRI1122;GM0482;2019JJ00;30;       .
6190;T001540;CRI1122;GM0482;2020JJ00;25;       .
6191;T001540;CRI1122;GM0482;2021JJ00;30;       .
6200;T001540;CRI1122;GM0613;2018JJ00;70;       .
6201;T001540;CRI1122;GM0613;2019JJ00;95;     3.8
6202;T001540;CRI1122;GM0613;2020JJ00;75;       .
6203;T001540;CRI1122;GM0613;2021JJ00;70;       .
6212;T001540;CRI1122;GM0361;2018JJ00;565;     5.2
6213;T001540;CRI1122;GM0361;2019JJ00;470;     4.3
6214;T001540;CRI1122;GM0361;2020JJ00;305;     2.8
6215;T001540;CRI1122;GM0361;2021JJ00;425;     3.9
6224;T001540;CRI1122;GM0141;2018JJ00;385;     5.3
6225;T001540;CRI1122;GM0141;2019JJ00;375;     5.2
6226;T001540;CRI1122;GM0141;2020JJ00;280;     3.8
6227;T001540;CRI1122;GM0141;2021JJ00;355;     4.8
6236;T001540;CRI1122;GM0034;2018JJ00;400;     2.0
6237;T001540;CRI1122;GM0034;2019JJ00;425;     2.0
6238;T001540;CRI1122;GM0034;2020JJ00;465;     2.2
6239;T001540;CRI1122;GM0034;2021JJ00;400;     1.9
6248;T001540;CRI1122;GM0484;2018JJ00;430;     3.9
6249;T001540;CRI1122;GM0484;2019JJ00;370;     3.3
6250;T001540;CRI1122;GM0484;2020JJ00;420;     3.8
6251;T001540;CRI1122;GM0484;2021JJ00;475;     4.2
6260;T001540;CRI1122;GM1723;2018JJ00;10;       .
6261;T001540;CRI1122;GM1723;2019JJ00;15;       .
6262;T001540;CRI1122;GM1723;2020JJ00;5;       .
6263;T001540;CRI1122;GM1723;2021JJ00;15;       .
6272;T001540;CRI1122;GM1959;2018JJ00;;
6273;T001540;CRI1122;GM1959;2019JJ00;40;       .
6274;T001540;CRI1122;GM1959;2020JJ00;90;       .
6275;T001540;CRI1122;GM1959;2021JJ00;45;       .
6284;T001540;CRI1122;GM0060;2018JJ00;5;       .
6285;T001540;CRI1122;GM0060;2019JJ00;10;       .
6286;T001540;CRI1122;GM0060;2020JJ00;0;     0.0
6287;T001540;CRI1122;GM0060;2021JJ00;5;       .
6296;T001540;CRI1122;GM0307;2018JJ00;590;     3.8
6297;T001540;CRI1122;GM0307;2019JJ00;590;     3.8
6298;T001540;CRI1122;GM0307;2020JJ00;865;     5.5
6299;T001540;CRI1122;GM0307;2021JJ00;635;     4.0
6308;T001540;CRI1122;GM0362;2018JJ00;245;     2.7
6309;T001540;CRI1122;GM0362;2019JJ00;285;     3.1
6310;T001540;CRI1122;GM0362;2020JJ00;295;     3.2
6311;T001540;CRI1122;GM0362;2021JJ00;295;     3.2
6320;T001540;CRI1122;GM0363;2018JJ00;8800;    10.3
6321;T001540;CRI1122;GM0363;2019JJ00;8870;    10.3
6322;T001540;CRI1122;GM0363;2020JJ00;8330;     9.5
6323;T001540;CRI1122;GM0363;2021JJ00;6745;     7.7
6332;T001540;CRI1122;GM0364;2018JJ00;;
6333;T001540;CRI1122;GM0364;2019JJ00;;
6334;T001540;CRI1122;GM0364;2020JJ00;;
6335;T001540;CRI1122;GM0364;2021JJ00;;
6344;T001540;CRI1122;GM0366;2018JJ00;;
6345;T001540;CRI1122;GM0366;2019JJ00;;
6346;T001540;CRI1122;GM0366;2020JJ00;;
6347;T001540;CRI1122;GM0366;2021JJ00;;
6356;T001540;CRI1122;GM0200;2018JJ00;570;     3.5
6357;T001540;CRI1122;GM0200;2019JJ00;435;     2.7
6358;T001540;CRI1122;GM0200;2020JJ00;490;     3.0
6359;T001540;CRI1122;GM0200;2021JJ00;625;     3.8
6368;T001540;CRI1122;GM0003;2018JJ00;40;       .
6369;T001540;CRI1122;GM0003;2019JJ00;50;       .
6370;T001540;CRI1122;GM0003;2020JJ00;20;       .
6371;T001540;CRI1122;GM0003;2021JJ00;;
6380;T001540;CRI1122;GM0202;2018JJ00;865;     5.5
6381;T001540;CRI1122;GM0202;2019JJ00;820;     5.1
6382;T001540;CRI1122;GM0202;2020JJ00;675;     4.2
6383;T001540;CRI1122;GM0202;2021JJ00;705;     4.3
6392;T001540;CRI1122;GM0106;2018JJ00;375;     5.6
6393;T001540;CRI1122;GM0106;2019JJ00;410;     6.0
6394;T001540;CRI1122;GM0106;2020JJ00;275;     4.0
6395;T001540;CRI1122;GM0106;2021JJ00;385;     5.6
6404;T001540;CRI1122;GM0743;2018JJ00;45;       .
6405;T001540;CRI1122;GM0743;2019JJ00;40;       .
6406;T001540;CRI1122;GM0743;2020JJ00;45;       .
6407;T001540;CRI1122;GM0743;2021JJ00;55;       .
6416;T001540;CRI1122;GM0744;2018JJ00;5;       .
6417;T001540;CRI1122;GM0744;2019JJ00;5;       .
6418;T001540;CRI1122;GM0744;2020JJ00;5;       .
6419;T001540;CRI1122;GM0744;2021JJ00;15;       .
6428;T001540;CRI1122;GM0308;2018JJ00;50;       .
6429;T001540;CRI1122;GM0308;2019JJ00;65;       .
6430;T001540;CRI1122;GM0308;2020JJ00;60;       .
6431;T001540;CRI1122;GM0308;2021JJ00;60;       .
6440;T001540;CRI1122;GM0489;2018JJ00;285;     5.9
6441;T001540;CRI1122;GM0489;2019JJ00;200;     4.1
6442;T001540;CRI1122;GM0489;2020JJ00;125;     2.6
6443;T001540;CRI1122;GM0489;2021JJ00;90;       .
6452;T001540;CRI1122;GM0203;2018JJ00;80;       .
6453;T001540;CRI1122;GM0203;2019JJ00;120;     2.1
6454;T001540;CRI1122;GM0203;2020JJ00;95;       .
6455;T001540;CRI1122;GM0203;2021JJ00;105;     1.8
6464;T001540;CRI1122;GM0005;2018JJ00;5;       .
6465;T001540;CRI1122;GM0005;2019JJ00;;
6466;T001540;CRI1122;GM0005;2020JJ00;;
6467;T001540;CRI1122;GM0005;2021JJ00;;
6476;T001540;CRI1122;GM0888;2018JJ00;25;       .
6477;T001540;CRI1122;GM0888;2019JJ00;40;       .
6478;T001540;CRI1122;GM0888;2020JJ00;30;       .
6479;T001540;CRI1122;GM0888;2021JJ00;30;       .
6488;T001540;CRI1122;GM1954;2018JJ00;;
6489;T001540;CRI1122;GM1954;2019JJ00;25;       .
6490;T001540;CRI1122;GM1954;2020JJ00;35;       .
6491;T001540;CRI1122;GM1954;2021JJ00;40;       .
6500;T001540;CRI1122;GM0370;2018JJ00;5;       .
6501;T001540;CRI1122;GM0370;2019JJ00;0;     0.0
6502;T001540;CRI1122;GM0370;2020JJ00;5;       .
6503;T001540;CRI1122;GM0370;2021JJ00;5;       .
6512;T001540;CRI1122;GM0889;2018JJ00;25;       .
6513;T001540;CRI1122;GM0889;2019JJ00;40;       .
6514;T001540;CRI1122;GM0889;2020JJ00;40;       .
6515;T001540;CRI1122;GM0889;2021JJ00;40;       .
6524;T001540;CRI1122;GM0007;2018JJ00;;
6525;T001540;CRI1122;GM0007;2019JJ00;;
6526;T001540;CRI1122;GM0007;2020JJ00;;
6527;T001540;CRI1122;GM0007;2021JJ00;;
6536;T001540;CRI1122;GM1945;2018JJ00;35;       .
6537;T001540;CRI1122;GM1945;2019JJ00;55;       .
6538;T001540;CRI1122;GM1945;2020JJ00;40;       .
6539;T001540;CRI1122;GM1945;2021JJ00;35;       .
6548;T001540;CRI1122;GM0491;2018JJ00;;
6549;T001540;CRI1122;GM0491;2019JJ00;;
6550;T001540;CRI1122;GM0491;2020JJ00;;
6551;T001540;CRI1122;GM0491;2021JJ00;;
6560;T001540;CRI1122;GM1724;2018JJ00;35;       .
6561;T001540;CRI1122;GM1724;2019JJ00;30;       .
6562;T001540;CRI1122;GM1724;2020JJ00;20;       .
6563;T001540;CRI1122;GM1724;2021JJ00;20;       .
6572;T001540;CRI1122;GM0893;2018JJ00;10;       .
6573;T001540;CRI1122;GM0893;2019JJ00;10;       .
6574;T001540;CRI1122;GM0893;2020JJ00;10;       .
6575;T001540;CRI1122;GM0893;2021JJ00;20;       .
6584;T001540;CRI1122;GM0373;2018JJ00;45;       .
6585;T001540;CRI1122;GM0373;2019JJ00;55;       .
6586;T001540;CRI1122;GM0373;2020JJ00;45;       .
6587;T001540;CRI1122;GM0373;2021JJ00;45;       .
6596;T001540;CRI1122;GM0748;2018JJ00;190;     2.9
6597;T001540;CRI1122;GM0748;2019JJ00;245;     3.7
6598;T001540;CRI1122;GM0748;2020JJ00;170;     2.5
6599;T001540;CRI1122;GM0748;2021JJ00;190;     2.8
6608;T001540;CRI1122;GM1859;2018JJ00;45;       .
6609;T001540;CRI1122;GM1859;2019JJ00;45;       .
6610;T001540;CRI1122;GM1859;2020JJ00;20;       .
6611;T001540;CRI1122;GM1859;2021JJ00;30;       .
6620;T001540;CRI1122;GM1721;2018JJ00;45;       .
6621;T001540;CRI1122;GM1721;2019JJ00;70;       .
6622;T001540;CRI1122;GM1721;2020JJ00;50;       .
6623;T001540;CRI1122;GM1721;2021JJ00;55;       .
6632;T001540;CRI1122;GM0568;2018JJ00;;
6633;T001540;CRI1122;GM0568;2019JJ00;;
6634;T001540;CRI1122;GM0568;2020JJ00;;
6635;T001540;CRI1122;GM0568;2021JJ00;;
6644;T001540;CRI1122;GM0753;2018JJ00;75;       .
6645;T001540;CRI1122;GM0753;2019JJ00;75;       .
6646;T001540;CRI1122;GM0753;2020JJ00;65;       .
6647;T001540;CRI1122;GM0753;2021JJ00;85;       .
6656;T001540;CRI1122;GM0209;2018JJ00;70;       .
6657;T001540;CRI1122;GM0209;2019JJ00;80;       .
6658;T001540;CRI1122;GM0209;2020JJ00;55;       .
6659;T001540;CRI1122;GM0209;2021JJ00;65;       .
6668;T001540;CRI1122;GM0375;2018JJ00;105;     2.6
6669;T001540;CRI1122;GM0375;2019JJ00;120;     3.0
6670;T001540;CRI1122;GM0375;2020JJ00;105;     2.5
6671;T001540;CRI1122;GM0375;2021JJ00;105;     2.6
6680;T001540;CRI1122;GM0063;2018JJ00;;
6681;T001540;CRI1122;GM0063;2019JJ00;;
6682;T001540;CRI1122;GM0063;2020JJ00;;
6683;T001540;CRI1122;GM0063;2021JJ00;;
6692;T001540;CRI1122;GM0310;2018JJ00;100;     2.4
6693;T001540;CRI1122;GM0310;2019JJ00;150;     3.5
6694;T001540;CRI1122;GM0310;2020JJ00;190;     4.4
6695;T001540;CRI1122;GM0310;2021JJ00;145;     3.4
6704;T001540;CRI1122;GM0585;2018JJ00;15;       .
6705;T001540;CRI1122;GM0585;2019JJ00;;
6706;T001540;CRI1122;GM0585;2020JJ00;;
6707;T001540;CRI1122;GM0585;2021JJ00;;
6716;T001540;CRI1122;GM1728;2018JJ00;45;       .
6717;T001540;CRI1122;GM1728;2019JJ00;50;       .
6718;T001540;CRI1122;GM1728;2020JJ00;50;       .
6719;T001540;CRI1122;GM1728;2021JJ00;30;       .
6728;T001540;CRI1122;GM0376;2018JJ00;15;       .
6729;T001540;CRI1122;GM0376;2019JJ00;15;       .
6730;T001540;CRI1122;GM0376;2020JJ00;15;       .
6731;T001540;CRI1122;GM0376;2021JJ00;5;       .
6740;T001540;CRI1122;GM0377;2018JJ00;80;       .
6741;T001540;CRI1122;GM0377;2019JJ00;75;       .
6742;T001540;CRI1122;GM0377;2020JJ00;135;     5.7
6743;T001540;CRI1122;GM0377;2021JJ00;135;     5.7
6752;T001540;CRI1122;GM0055;2018JJ00;;
6753;T001540;CRI1122;GM0055;2019JJ00;;
6754;T001540;CRI1122;GM0055;2020JJ00;;
6755;T001540;CRI1122;GM0055;2021JJ00;;
6764;T001540;CRI1122;GM0497;2018JJ00;;
6765;T001540;CRI1122;GM0497;2019JJ00;;
6766;T001540;CRI1122;GM0497;2020JJ00;;
6767;T001540;CRI1122;GM0497;2021JJ00;;
6776;T001540;CRI1122;GM1901;2018JJ00;70;       .
6777;T001540;CRI1122;GM1901;2019JJ00;40;       .
6778;T001540;CRI1122;GM1901;2020JJ00;60;       .
6779;T001540;CRI1122;GM1901;2021JJ00;105;     3.0
6788;T001540;CRI1122;GM0755;2018JJ00;20;       .
6789;T001540;CRI1122;GM0755;2019JJ00;15;       .
6790;T001540;CRI1122;GM0755;2020JJ00;15;       .
6791;T001540;CRI1122;GM0755;2021JJ00;20;       .
6800;T001540;CRI1122;GM0009;2018JJ00;5;       .
6801;T001540;CRI1122;GM0009;2019JJ00;;
6802;T001540;CRI1122;GM0009;2020JJ00;;
6803;T001540;CRI1122;GM0009;2021JJ00;;
6812;T001540;CRI1122;GM0064;2018JJ00;;
6813;T001540;CRI1122;GM0064;2019JJ00;;
6814;T001540;CRI1122;GM0064;2020JJ00;;
6815;T001540;CRI1122;GM0064;2021JJ00;;
6824;T001540;CRI1122;GM1681;2018JJ00;15;       .
6825;T001540;CRI1122;GM1681;2019JJ00;15;       .
6826;T001540;CRI1122;GM1681;2020JJ00;15;       .
6827;T001540;CRI1122;GM1681;2021JJ00;15;       .
6836;T001540;CRI1122;GM0147;2018JJ00;40;       .
6837;T001540;CRI1122;GM0147;2019JJ00;50;       .
6838;T001540;CRI1122;GM0147;2020JJ00;35;       .
6839;T001540;CRI1122;GM0147;2021JJ00;30;       .
6848;T001540;CRI1122;GM0654;2018JJ00;5;       .
6849;T001540;CRI1122;GM0654;2019JJ00;15;       .
6850;T001540;CRI1122;GM0654;2020JJ00;5;       .
6851;T001540;CRI1122;GM0654;2021JJ00;5;       .
6860;T001540;CRI1122;GM0499;2018JJ00;;
6861;T001540;CRI1122;GM0499;2019JJ00;;
6862;T001540;CRI1122;GM0499;2020JJ00;;
6863;T001540;CRI1122;GM0499;2021JJ00;;
6872;T001540;CRI1122;GM0756;2018JJ00;85;       .
6873;T001540;CRI1122;GM0756;2019JJ00;115;     3.9
6874;T001540;CRI1122;GM0756;2020JJ00;80;       .
6875;T001540;CRI1122;GM0756;2021JJ00;70;       .
6884;T001540;CRI1122;GM0757;2018JJ00;90;       .
6885;T001540;CRI1122;GM0757;2019JJ00;80;       .
6886;T001540;CRI1122;GM0757;2020JJ00;115;     3.7
6887;T001540;CRI1122;GM0757;2021JJ00;165;     5.0
6896;T001540;CRI1122;GM0758;2018JJ00;800;     4.4
6897;T001540;CRI1122;GM0758;2019JJ00;850;     4.6
6898;T001540;CRI1122;GM0758;2020JJ00;710;     3.9
6899;T001540;CRI1122;GM0758;2021JJ00;885;     4.8
6908;T001540;CRI1122;GM0311;2018JJ00;;
6909;T001540;CRI1122;GM0311;2019JJ00;;
6910;T001540;CRI1122;GM0311;2020JJ00;;
6911;T001540;CRI1122;GM0311;2021JJ00;;
6920;T001540;CRI1122;GM0501;2018JJ00;40;       .
6921;T001540;CRI1122;GM0501;2019JJ00;30;       .
6922;T001540;CRI1122;GM0501;2020JJ00;30;       .
6923;T001540;CRI1122;GM0501;2021JJ00;35;       .
6932;T001540;CRI1122;GM1876;2018JJ00;15;       .
6933;T001540;CRI1122;GM1876;2019JJ00;25;       .
6934;T001540;CRI1122;GM1876;2020JJ00;15;       .
6935;T001540;CRI1122;GM1876;2021JJ00;20;       .
6944;T001540;CRI1122;GM0213;2018JJ00;45;       .
6945;T001540;CRI1122;GM0213;2019JJ00;45;       .
6946;T001540;CRI1122;GM0213;2020JJ00;25;       .
6947;T001540;CRI1122;GM0213;2021JJ00;15;       .
6956;T001540;CRI1122;GM0899;2018JJ00;40;       .
6957;T001540;CRI1122;GM0899;2019JJ00;25;       .
6958;T001540;CRI1122;GM0899;2020JJ00;40;       .
6959;T001540;CRI1122;GM0899;2021JJ00;75;       .
6968;T001540;CRI1122;GM0312;2018JJ00;30;       .
6969;T001540;CRI1122;GM0312;2019JJ00;15;       .
6970;T001540;CRI1122;GM0312;2020JJ00;15;       .
6971;T001540;CRI1122;GM0312;2021JJ00;15;       .
6980;T001540;CRI1122;GM0313;2018JJ00;25;       .
6981;T001540;CRI1122;GM0313;2019JJ00;50;       .
6982;T001540;CRI1122;GM0313;2020JJ00;75;       .
6983;T001540;CRI1122;GM0313;2021JJ00;75;       .
6992;T001540;CRI1122;GM0214;2018JJ00;10;       .
6993;T001540;CRI1122;GM0214;2019JJ00;10;       .
6994;T001540;CRI1122;GM0214;2020JJ00;20;       .
6995;T001540;CRI1122;GM0214;2021JJ00;10;       .
7004;T001540;CRI1122;GM0381;2018JJ00;;
7005;T001540;CRI1122;GM0381;2019JJ00;;
7006;T001540;CRI1122;GM0381;2020JJ00;;
7007;T001540;CRI1122;GM0381;2021JJ00;;
7016;T001540;CRI1122;GM0502;2018JJ00;170;     2.5
7017;T001540;CRI1122;GM0502;2019JJ00;175;     2.6
7018;T001540;CRI1122;GM0502;2020JJ00;135;     2.0
7019;T001540;CRI1122;GM0502;2021JJ00;115;     1.7
7028;T001540;CRI1122;GM0383;2018JJ00;70;       .
7029;T001540;CRI1122;GM0383;2019JJ00;90;       .
7030;T001540;CRI1122;GM0383;2020JJ00;80;       .
7031;T001540;CRI1122;GM0383;2021JJ00;70;       .
7040;T001540;CRI1122;GM0109;2018JJ00;110;     3.1
7041;T001540;CRI1122;GM0109;2019JJ00;115;     3.3
7042;T001540;CRI1122;GM0109;2020JJ00;60;       .
7043;T001540;CRI1122;GM0109;2021JJ00;60;       .
7052;T001540;CRI1122;GM1706;2018JJ00;45;       .
7053;T001540;CRI1122;GM1706;2019JJ00;60;       .
7054;T001540;CRI1122;GM1706;2020JJ00;50;       .
7055;T001540;CRI1122;GM1706;2021JJ00;50;       .
7064;T001540;CRI1122;GM0611;2018JJ00;10;       .
7065;T001540;CRI1122;GM0611;2019JJ00;;
7066;T001540;CRI1122;GM0611;2020JJ00;;
7067;T001540;CRI1122;GM0611;2021JJ00;;
7076;T001540;CRI1122;GM1684;2018JJ00;55;       .
7077;T001540;CRI1122;GM1684;2019JJ00;85;       .
7078;T001540;CRI1122;GM1684;2020JJ00;60;       .
7079;T001540;CRI1122;GM1684;2021JJ00;60;       .
7088;T001540;CRI1122;GM0216;2018JJ00;30;       .
7089;T001540;CRI1122;GM0216;2019JJ00;40;       .
7090;T001540;CRI1122;GM0216;2020JJ00;70;       .
7091;T001540;CRI1122;GM0216;2021JJ00;45;       .
7100;T001540;CRI1122;GM0148;2018JJ00;10;       .
7101;T001540;CRI1122;GM0148;2019JJ00;20;       .
7102;T001540;CRI1122;GM0148;2020JJ00;10;       .
7103;T001540;CRI1122;GM0148;2021JJ00;15;       .
7112;T001540;CRI1122;GM1891;2018JJ00;25;       .
7113;T001540;CRI1122;GM1891;2019JJ00;10;       .
7114;T001540;CRI1122;GM1891;2020JJ00;10;       .
7115;T001540;CRI1122;GM1891;2021JJ00;10;       .
7124;T001540;CRI1122;GM0503;2018JJ00;1115;    10.9
7125;T001540;CRI1122;GM0503;2019JJ00;1010;     9.8
7126;T001540;CRI1122;GM0503;2020JJ00;770;     7.4
7127;T001540;CRI1122;GM0503;2021JJ00;700;     6.7
7136;T001540;CRI1122;GM0010;2018JJ00;50;       .
7137;T001540;CRI1122;GM0010;2019JJ00;35;       .
7138;T001540;CRI1122;GM0010;2020JJ00;25;       .
7139;T001540;CRI1122;GM0010;2021JJ00;;
7148;T001540;CRI1122;GM0762;2018JJ00;135;     4.1
7149;T001540;CRI1122;GM0762;2019JJ00;190;     5.8
7150;T001540;CRI1122;GM0762;2020JJ00;150;     4.6
7151;T001540;CRI1122;GM0762;2021JJ00;160;     4.9
7160;T001540;CRI1122;GM0150;2018JJ00;420;     4.2
7161;T001540;CRI1122;GM0150;2019JJ00;435;     4.3
7162;T001540;CRI1122;GM0150;2020JJ00;310;     3.1
7163;T001540;CRI1122;GM0150;2021JJ00;355;     3.5
7172;T001540;CRI1122;GM0384;2018JJ00;90;       .
7173;T001540;CRI1122;GM0384;2019JJ00;115;     3.9
7174;T001540;CRI1122;GM0384;2020JJ00;130;     4.3
7175;T001540;CRI1122;GM0384;2021JJ00;110;     3.4
7184;T001540;CRI1122;GM1774;2018JJ00;20;       .
7185;T001540;CRI1122;GM1774;2019JJ00;25;       .
7186;T001540;CRI1122;GM1774;2020JJ00;5;       .
7187;T001540;CRI1122;GM1774;2021JJ00;20;       .
7196;T001540;CRI1122;GM0504;2018JJ00;;
7197;T001540;CRI1122;GM0504;2019JJ00;;
7198;T001540;CRI1122;GM0504;2020JJ00;;
7199;T001540;CRI1122;GM0504;2021JJ00;;
7208;T001540;CRI1122;GM0221;2018JJ00;25;       .
7209;T001540;CRI1122;GM0221;2019JJ00;35;       .
7210;T001540;CRI1122;GM0221;2020JJ00;15;       .
7211;T001540;CRI1122;GM0221;2021JJ00;10;       .
7220;T001540;CRI1122;GM0222;2018JJ00;130;     2.3
7221;T001540;CRI1122;GM0222;2019JJ00;135;     2.4
7222;T001540;CRI1122;GM0222;2020JJ00;135;     2.3
7223;T001540;CRI1122;GM0222;2021JJ00;200;     3.4
7232;T001540;CRI1122;GM0766;2018JJ00;40;       .
7233;T001540;CRI1122;GM0766;2019JJ00;25;       .
7234;T001540;CRI1122;GM0766;2020JJ00;35;       .
7235;T001540;CRI1122;GM0766;2021JJ00;45;       .
7244;T001540;CRI1122;GM0058;2018JJ00;30;       .
7245;T001540;CRI1122;GM0058;2019JJ00;;
7246;T001540;CRI1122;GM0058;2020JJ00;;
7247;T001540;CRI1122;GM0058;2021JJ00;;
7256;T001540;CRI1122;GM0505;2018JJ00;540;     4.6
7257;T001540;CRI1122;GM0505;2019JJ00;420;     3.6
7258;T001540;CRI1122;GM0505;2020JJ00;295;     2.5
7259;T001540;CRI1122;GM0505;2021JJ00;275;     2.3
7268;T001540;CRI1122;GM0498;2018JJ00;50;       .
7269;T001540;CRI1122;GM0498;2019JJ00;60;       .
7270;T001540;CRI1122;GM0498;2020JJ00;30;       .
7271;T001540;CRI1122;GM0498;2021JJ00;45;       .
7280;T001540;CRI1122;GM1719;2018JJ00;25;       .
7281;T001540;CRI1122;GM1719;2019JJ00;30;       .
7282;T001540;CRI1122;GM1719;2020JJ00;30;       .
7283;T001540;CRI1122;GM1719;2021JJ00;20;       .
7292;T001540;CRI1122;GM0303;2018JJ00;45;       .
7293;T001540;CRI1122;GM0303;2019JJ00;55;       .
7294;T001540;CRI1122;GM0303;2020JJ00;50;       .
7295;T001540;CRI1122;GM0303;2021JJ00;80;       .
7304;T001540;CRI1122;GM0225;2018JJ00;15;       .
7305;T001540;CRI1122;GM0225;2019JJ00;15;       .
7306;T001540;CRI1122;GM0225;2020JJ00;10;       .
7307;T001540;CRI1122;GM0225;2021JJ00;15;       .
7316;T001540;CRI1122;GM0226;2018JJ00;40;       .
7317;T001540;CRI1122;GM0226;2019JJ00;55;       .
7318;T001540;CRI1122;GM0226;2020JJ00;40;       .
7319;T001540;CRI1122;GM0226;2021JJ00;50;       .
7328;T001540;CRI1122;GM1711;2018JJ00;55;       .
7329;T001540;CRI1122;GM1711;2019JJ00;90;       .
7330;T001540;CRI1122;GM1711;2020JJ00;60;       .
7331;T001540;CRI1122;GM1711;2021JJ00;45;       .
7340;T001540;CRI1122;GM0385;2018JJ00;30;       .
7341;T001540;CRI1122;GM0385;2019JJ00;30;       .
7342;T001540;CRI1122;GM0385;2020JJ00;25;       .
7343;T001540;CRI1122;GM0385;2021JJ00;20;       .
7352;T001540;CRI1122;GM0228;2018JJ00;730;     6.4
7353;T001540;CRI1122;GM0228;2019JJ00;480;     4.1
7354;T001540;CRI1122;GM0228;2020JJ00;440;     3.7
7355;T001540;CRI1122;GM0228;2021JJ00;675;     5.7
7364;T001540;CRI1122;GM0317;2018JJ00;5;       .
7365;T001540;CRI1122;GM0317;2019JJ00;5;       .
7366;T001540;CRI1122;GM0317;2020JJ00;5;       .
7367;T001540;CRI1122;GM0317;2021JJ00;10;       .
7376;T001540;CRI1122;GM1979;2018JJ00;;
7377;T001540;CRI1122;GM1979;2019JJ00;;
7378;T001540;CRI1122;GM1979;2020JJ00;;
7379;T001540;CRI1122;GM1979;2021JJ00;75;       .
7388;T001540;CRI1122;GM1651;2018JJ00;10;       .
7389;T001540;CRI1122;GM1651;2019JJ00;;
7390;T001540;CRI1122;GM1651;2020JJ00;;
7391;T001540;CRI1122;GM1651;2021JJ00;;
7400;T001540;CRI1122;GM0770;2018JJ00;35;       .
7401;T001540;CRI1122;GM0770;2019JJ00;25;       .
7402;T001540;CRI1122;GM0770;2020JJ00;30;       .
7403;T001540;CRI1122;GM0770;2021JJ00;25;       .
7412;T001540;CRI1122;GM0905;2018JJ00;;
7413;T001540;CRI1122;GM0905;2019JJ00;;
7414;T001540;CRI1122;GM0905;2020JJ00;;
7415;T001540;CRI1122;GM0905;2021JJ00;;
7424;T001540;CRI1122;GM1903;2018JJ00;75;       .
7425;T001540;CRI1122;GM1903;2019JJ00;65;       .
7426;T001540;CRI1122;GM1903;2020JJ00;50;       .
7427;T001540;CRI1122;GM1903;2021JJ00;40;       .
7436;T001540;CRI1122;GM0772;2018JJ00;1225;     5.4
7437;T001540;CRI1122;GM0772;2019JJ00;1245;     5.4
7438;T001540;CRI1122;GM0772;2020JJ00;1510;     6.4
7439;T001540;CRI1122;GM0772;2021JJ00;1320;     5.6
7448;T001540;CRI1122;GM0230;2018JJ00;30;       .
7449;T001540;CRI1122;GM0230;2019JJ00;35;       .
7450;T001540;CRI1122;GM0230;2020JJ00;25;       .
7451;T001540;CRI1122;GM0230;2021JJ00;15;       .
7460;T001540;CRI1122;GM0114;2018JJ00;235;     2.2
7461;T001540;CRI1122;GM0114;2019JJ00;260;     2.4
7462;T001540;CRI1122;GM0114;2020JJ00;255;     2.4
7463;T001540;CRI1122;GM0114;2021JJ00;325;     3.0
7472;T001540;CRI1122;GM0388;2018JJ00;115;     6.1
7473;T001540;CRI1122;GM0388;2019JJ00;90;       .
7474;T001540;CRI1122;GM0388;2020JJ00;75;       .
7475;T001540;CRI1122;GM0388;2021JJ00;70;       .
7484;T001540;CRI1122;GM0153;2018JJ00;1590;    10.0
7485;T001540;CRI1122;GM0153;2019JJ00;1345;     8.4
7486;T001540;CRI1122;GM0153;2020JJ00;1475;     9.2
7487;T001540;CRI1122;GM0153;2021JJ00;1100;     6.9
7496;T001540;CRI1122;GM0232;2018JJ00;35;       .
7497;T001540;CRI1122;GM0232;2019JJ00;35;       .
7498;T001540;CRI1122;GM0232;2020JJ00;30;       .
7499;T001540;CRI1122;GM0232;2021JJ00;25;       .
