id,province,municipality,year,animal theft,bike theft,boat theft,car theft,moped theft,motorcycle/scooter theft,heist,pickpocketing,shoplifting,street robbery
0106,Drenthe,Assen,2018,5,375,0,15,35,5,5,20,135,15
0106,Drenthe,Assen,2019,0,410,0,10,55,15,0,25,235,5
0106,Drenthe,Assen,2020,5,275,0,5,55,10,0,15,170,10
0106,Drenthe,Assen,2021,0,385,0,5,40,5,0,20,110,5
0109,Drenthe,Coevorden,2018,0,110,0,15,15,0,0,5,20,0
0109,Drenthe,Coevorden,2019,0,115,0,10,15,0,0,0,30,0
0109,Drenthe,Coevorden,2020,0,60,5,5,5,0,0,0,25,0
0109,Drenthe,Coevorden,2021,0,60,0,5,5,0,0,0,20,0
0114,Drenthe,Emmen,2018,0,235,0,15,25,0,5,20,170,5
0114,Drenthe,Emmen,2019,0,260,0,20,35,0,5,25,190,10
0114,Drenthe,Emmen,2020,0,255,0,10,60,0,0,30,225,5
0114,Drenthe,Emmen,2021,0,325,5,20,50,0,0,15,185,5
0118,Drenthe,Hoogeveen,2018,0,110,0,5,10,0,5,10,95,5
0118,Drenthe,Hoogeveen,2019,0,155,0,5,10,0,5,5,130,0
0118,Drenthe,Hoogeveen,2020,0,135,0,5,20,0,0,0,70,0
0118,Drenthe,Hoogeveen,2021,0,130,0,5,10,0,0,5,60,0
0119,Drenthe,Meppel,2018,0,60,5,10,10,0,0,5,30,0
0119,Drenthe,Meppel,2019,0,80,0,10,5,0,5,0,40,0
0119,Drenthe,Meppel,2020,0,55,0,5,5,0,0,5,40,0
0119,Drenthe,Meppel,2021,0,60,0,5,10,0,0,5,35,0
1680,Drenthe,Aa en Hunze,2018,0,25,0,0,0,0,0,0,5,0
1680,Drenthe,Aa en Hunze,2019,0,50,0,0,0,0,0,0,5,0
1680,Drenthe,Aa en Hunze,2020,0,20,0,0,5,0,0,0,15,0
1680,Drenthe,Aa en Hunze,2021,0,30,0,0,0,0,0,0,5,0
1681,Drenthe,Borger-Odoorn,2018,0,15,0,0,0,0,0,0,5,0
1681,Drenthe,Borger-Odoorn,2019,0,15,0,5,0,0,5,0,10,0
1681,Drenthe,Borger-Odoorn,2020,0,15,0,5,5,0,0,0,5,0
1681,Drenthe,Borger-Odoorn,2021,0,15,0,0,0,0,0,5,10,0
1690,Drenthe,De Wolden,2018,0,10,0,0,0,0,0,0,5,0
1690,Drenthe,De Wolden,2019,0,5,0,0,0,0,0,0,0,0
1690,Drenthe,De Wolden,2020,0,10,0,0,5,0,0,0,5,0
1690,Drenthe,De Wolden,2021,0,10,0,0,0,0,0,0,5,0
1699,Drenthe,Noordenveld,2018,0,45,0,5,0,0,0,0,20,0
1699,Drenthe,Noordenveld,2019,0,30,0,0,5,0,0,0,20,0
1699,Drenthe,Noordenveld,2020,0,30,0,0,0,0,0,0,20,0
1699,Drenthe,Noordenveld,2021,0,25,0,0,0,0,0,0,15,0
1701,Drenthe,Westerveld,2018,0,10,0,0,0,0,0,0,5,0
1701,Drenthe,Westerveld,2019,0,5,0,0,0,0,0,0,0,0
1701,Drenthe,Westerveld,2020,0,0,0,0,0,0,0,0,5,0
1701,Drenthe,Westerveld,2021,0,5,0,0,0,0,0,0,0,0
1730,Drenthe,Tynaarlo,2018,0,35,0,5,0,0,0,5,10,0
1730,Drenthe,Tynaarlo,2019,0,40,0,5,10,0,0,5,15,0
1730,Drenthe,Tynaarlo,2020,0,25,0,0,5,0,0,0,25,0
1730,Drenthe,Tynaarlo,2021,0,45,0,0,10,0,0,0,25,0
1731,Drenthe,Midden-Drenthe,2018,0,30,0,0,0,0,0,5,25,0
1731,Drenthe,Midden-Drenthe,2019,0,40,0,0,5,0,0,5,15,0
1731,Drenthe,Midden-Drenthe,2020,0,25,0,0,0,0,0,0,25,0
1731,Drenthe,Midden-Drenthe,2021,5,50,0,5,0,0,0,0,5,0
0034,Flevoland,Almere,2018,0,400,10,90,210,30,20,115,720,80
0034,Flevoland,Almere,2019,0,425,10,115,280,30,20,75,775,100
0034,Flevoland,Almere,2020,0,465,5,80,175,40,35,80,625,115
0034,Flevoland,Almere,2021,0,400,10,60,180,45,15,70,455,75
0050,Flevoland,Zeewolde,2018,0,55,5,10,5,0,0,5,15,0
0050,Flevoland,Zeewolde,2019,0,40,0,5,5,0,0,5,20,0
0050,Flevoland,Zeewolde,2020,0,15,0,0,5,0,0,0,20,0
0050,Flevoland,Zeewolde,2021,0,20,0,0,0,0,0,0,20,0
0171,Flevoland,Noordoostpolder,2018,0,75,5,10,5,0,0,10,75,0
0171,Flevoland,Noordoostpolder,2019,0,85,0,5,15,0,0,10,75,0
0171,Flevoland,Noordoostpolder,2020,0,60,5,5,25,0,0,5,70,0
0171,Flevoland,Noordoostpolder,2021,0,50,0,5,15,0,0,0,35,0
0184,Flevoland,Urk,2018,0,5,0,5,5,0,0,0,5,0
0184,Flevoland,Urk,2019,0,5,0,5,5,0,0,0,10,0
0184,Flevoland,Urk,2020,0,15,0,0,15,0,0,0,10,0
0184,Flevoland,Urk,2021,0,20,0,0,15,0,0,0,20,0
0303,Flevoland,Dronten,2018,0,45,5,5,10,0,0,70,30,5
0303,Flevoland,Dronten,2019,0,55,0,5,10,0,5,130,45,0
0303,Flevoland,Dronten,2020,0,50,0,5,10,0,0,5,45,0
0303,Flevoland,Dronten,2021,0,80,0,5,5,0,0,10,40,0
0995,Flevoland,Lelystad,2018,5,200,0,30,110,5,10,25,355,15
0995,Flevoland,Lelystad,2019,0,215,0,25,100,5,10,25,340,30
0995,Flevoland,Lelystad,2020,0,185,5,25,95,10,10,30,320,20
0995,Flevoland,Lelystad,2021,0,195,0,30,80,5,5,20,320,10
0058,Friesland,Dongeradeel,2018,0,30,0,0,0,0,0,5,10,0
0079,Friesland,Kollumerland en Nieuwkruisland,2018,0,20,0,0,0,0,0,0,10,0
1722,Friesland,Ferwerderadiel,2018,0,10,0,0,0,0,0,0,0,0
0059,Fryslân,Achtkarspelen,2018,0,30,0,5,0,0,0,0,15,0
0059,Fryslân,Achtkarspelen,2019,0,15,0,0,5,0,0,0,10,0
0059,Fryslân,Achtkarspelen,2020,0,15,0,0,0,0,0,0,15,0
0059,Fryslân,Achtkarspelen,2021,0,20,0,5,5,0,0,0,20,0
0060,Fryslân,Ameland,2018,0,5,0,0,0,0,0,0,0,0
0060,Fryslân,Ameland,2019,0,10,0,0,0,0,0,5,0,0
0060,Fryslân,Ameland,2020,0,0,0,0,0,0,0,0,0,0
0060,Fryslân,Ameland,2021,0,5,0,0,0,0,0,0,0,0
0072,Fryslân,Harlingen,2018,0,25,0,0,0,0,0,5,10,0
0072,Fryslân,Harlingen,2019,0,20,0,5,0,0,0,5,5,0
0072,Fryslân,Harlingen,2020,0,20,0,0,5,0,0,0,20,0
0072,Fryslân,Harlingen,2021,0,15,5,0,5,0,0,0,15,0
0074,Fryslân,Heerenveen,2018,0,140,5,0,10,0,5,10,65,0
0074,Fryslân,Heerenveen,2019,0,130,5,10,20,0,0,10,70,0
0074,Fryslân,Heerenveen,2020,0,105,0,5,15,5,0,5,60,0
0074,Fryslân,Heerenveen,2021,0,105,5,0,15,0,0,0,45,0
0080,Fryslân,Leeuwarden,2018,0,695,10,20,135,0,5,40,480,10
0080,Fryslân,Leeuwarden,2019,0,590,10,25,60,0,5,30,500,25
0080,Fryslân,Leeuwarden,2020,0,490,10,15,115,5,5,15,380,15
0080,Fryslân,Leeuwarden,2021,0,500,15,10,105,5,5,15,340,10
0085,Fryslân,Ooststellingwerf,2018,0,20,0,0,0,0,0,0,10,0
0085,Fryslân,Ooststellingwerf,2019,0,10,0,5,0,0,0,0,10,0
0085,Fryslân,Ooststellingwerf,2020,0,5,0,0,0,0,0,0,15,0
0085,Fryslân,Ooststellingwerf,2021,0,10,0,5,0,0,0,0,15,0
0086,Fryslân,Opsterland,2018,0,25,0,0,5,0,0,5,10,0
0086,Fryslân,Opsterland,2019,0,15,0,0,5,0,0,0,15,0
0086,Fryslân,Opsterland,2020,0,15,5,0,0,0,0,0,15,0
0086,Fryslân,Opsterland,2021,0,10,0,0,5,0,0,0,10,0
0088,Fryslân,Schiermonnikoog,2018,0,0,0,0,0,0,0,0,0,0
0088,Fryslân,Schiermonnikoog,2019,0,0,0,0,0,0,0,0,0,0
0088,Fryslân,Schiermonnikoog,2020,0,0,0,0,0,0,0,0,0,0
0088,Fryslân,Schiermonnikoog,2021,0,5,0,0,0,0,0,0,0,0
0090,Fryslân,Smallingerland,2018,0,235,5,15,15,0,0,15,200,5
0090,Fryslân,Smallingerland,2019,0,200,5,5,20,0,0,35,220,0
0090,Fryslân,Smallingerland,2020,0,170,10,5,20,0,0,5,220,5
0090,Fryslân,Smallingerland,2021,0,180,0,0,25,0,0,10,175,0
0093,Fryslân,Terschelling,2018,0,10,0,0,0,0,0,5,0,0
0093,Fryslân,Terschelling,2019,0,15,0,0,0,0,0,0,0,0
0093,Fryslân,Terschelling,2020,0,5,0,0,0,0,0,5,0,0
0093,Fryslân,Terschelling,2021,0,10,0,0,0,0,0,5,0,0
0096,Fryslân,Vlieland,2018,0,5,0,0,0,0,0,5,0,0
0096,Fryslân,Vlieland,2019,0,5,0,0,0,0,0,0,0,0
0096,Fryslân,Vlieland,2020,0,5,0,0,0,0,0,0,0,0
0096,Fryslân,Vlieland,2021,0,5,0,0,0,0,0,0,0,0
0098,Fryslân,Weststellingwerf,2018,0,25,0,5,0,0,0,0,35,0
0098,Fryslân,Weststellingwerf,2019,0,20,0,5,0,0,0,5,35,0
0098,Fryslân,Weststellingwerf,2020,0,20,0,0,0,0,0,5,45,0
0098,Fryslân,Weststellingwerf,2021,0,15,0,0,0,0,0,0,20,0
0737,Fryslân,Tytsjerksteradiel,2018,0,25,0,0,0,0,0,0,20,0
0737,Fryslân,Tytsjerksteradiel,2019,0,30,5,0,0,0,0,0,25,0
0737,Fryslân,Tytsjerksteradiel,2020,0,15,5,0,5,0,0,0,10,0
0737,Fryslân,Tytsjerksteradiel,2021,0,15,0,0,5,0,0,0,20,0
1891,Fryslân,Dantumadiel,2018,0,25,0,0,0,0,0,0,10,0
1891,Fryslân,Dantumadiel,2019,0,10,0,0,5,0,0,0,10,0
1891,Fryslân,Dantumadiel,2020,0,10,0,0,0,0,0,0,15,0
1891,Fryslân,Dantumadiel,2021,0,10,0,0,5,0,0,0,10,0
1900,Fryslân,Súdwest-Fryslân,2018,0,170,25,10,10,0,0,30,130,5
1900,Fryslân,Súdwest-Fryslân,2019,0,200,10,5,15,0,0,35,150,5
1900,Fryslân,Súdwest-Fryslân,2020,0,135,10,5,10,0,0,10,110,0
1900,Fryslân,Súdwest-Fryslân,2021,0,135,10,5,10,0,0,5,110,0
1940,Fryslân,De Fryske Marren,2018,0,35,5,5,5,0,0,5,35,0
1940,Fryslân,De Fryske Marren,2019,0,45,5,0,0,0,0,5,40,0
1940,Fryslân,De Fryske Marren,2020,0,30,10,0,5,0,0,5,25,0
1940,Fryslân,De Fryske Marren,2021,0,40,5,0,10,0,0,5,40,0
1949,Fryslân,Waadhoeke,2018,0,65,0,5,5,0,0,0,25,0
1949,Fryslân,Waadhoeke,2019,0,55,5,0,5,0,0,0,45,0
1949,Fryslân,Waadhoeke,2020,0,50,5,0,5,0,0,0,45,0
1949,Fryslân,Waadhoeke,2021,0,30,5,0,5,0,0,0,25,0
1970,Fryslân,Noardeast-Fryslân,2019,0,30,0,0,0,0,0,0,15,0
1970,Fryslân,Noardeast-Fryslân,2020,0,30,5,5,0,0,0,0,15,0
1970,Fryslân,Noardeast-Fryslân,2021,0,35,0,5,5,0,0,0,20,0
0197,Gelderland,Aalten,2018,0,20,0,0,0,0,0,0,10,0
0197,Gelderland,Aalten,2019,0,65,0,0,0,0,0,0,25,0
0197,Gelderland,Aalten,2020,0,25,0,0,5,0,0,0,5,0
0197,Gelderland,Aalten,2021,0,20,0,0,0,0,0,0,5,0
0200,Gelderland,Apeldoorn,2018,0,570,0,45,120,5,10,65,450,15
0200,Gelderland,Apeldoorn,2019,5,435,0,45,90,5,5,35,410,15
0200,Gelderland,Apeldoorn,2020,0,490,0,35,125,0,5,30,420,15
0200,Gelderland,Apeldoorn,2021,0,625,0,30,95,0,0,20,320,10
0202,Gelderland,Arnhem,2018,0,865,0,145,260,20,15,270,745,30
0202,Gelderland,Arnhem,2019,0,820,0,125,285,15,15,200,900,50
0202,Gelderland,Arnhem,2020,0,675,0,145,240,15,10,140,770,40
0202,Gelderland,Arnhem,2021,0,705,5,110,165,15,10,130,720,30
0203,Gelderland,Barneveld,2018,0,80,0,5,10,0,0,10,50,0
0203,Gelderland,Barneveld,2019,0,120,0,5,5,0,0,10,45,0
0203,Gelderland,Barneveld,2020,0,95,0,10,15,0,0,5,40,5
0203,Gelderland,Barneveld,2021,0,105,0,10,20,0,0,5,40,5
0209,Gelderland,Beuningen,2018,0,70,0,10,10,5,0,10,15,0
0209,Gelderland,Beuningen,2019,0,80,0,10,15,5,0,5,15,5
0209,Gelderland,Beuningen,2020,0,55,0,10,15,0,0,0,20,0
0209,Gelderland,Beuningen,2021,0,65,0,10,5,0,0,0,10,0
0213,Gelderland,Brummen,2018,0,45,0,0,0,0,0,5,15,0
0213,Gelderland,Brummen,2019,0,45,0,5,5,0,0,5,10,0
0213,Gelderland,Brummen,2020,0,25,0,5,0,0,0,0,10,0
0213,Gelderland,Brummen,2021,0,15,0,5,0,0,0,0,10,0
0214,Gelderland,Buren,2018,0,10,0,0,5,0,0,0,10,0
0214,Gelderland,Buren,2019,0,10,0,0,5,0,0,0,20,0
0214,Gelderland,Buren,2020,0,20,0,0,5,0,0,0,15,0
0214,Gelderland,Buren,2021,0,10,0,5,0,0,0,0,10,0
0216,Gelderland,Culemborg,2018,0,30,0,5,5,5,0,5,20,5
0216,Gelderland,Culemborg,2019,0,40,0,5,15,0,5,5,30,5
0216,Gelderland,Culemborg,2020,0,70,0,5,25,0,0,0,65,0
0216,Gelderland,Culemborg,2021,0,45,5,10,5,0,0,5,45,5
0221,Gelderland,Doesburg,2018,0,25,0,0,5,0,0,0,5,0
0221,Gelderland,Doesburg,2019,0,35,0,5,5,0,0,0,10,0
0221,Gelderland,Doesburg,2020,0,15,0,5,0,0,0,0,10,0
0221,Gelderland,Doesburg,2021,0,10,0,0,0,0,0,0,15,0
0222,Gelderland,Doetinchem,2018,0,130,0,5,55,0,0,25,80,0
0222,Gelderland,Doetinchem,2019,0,135,0,15,45,5,0,15,110,5
0222,Gelderland,Doetinchem,2020,0,135,0,25,40,0,0,5,105,0
0222,Gelderland,Doetinchem,2021,0,200,0,10,35,0,0,5,90,0
0225,Gelderland,Druten,2018,0,15,0,0,5,0,0,0,10,0
0225,Gelderland,Druten,2019,0,15,0,5,0,0,0,0,5,0
0225,Gelderland,Druten,2020,0,10,0,0,5,0,0,0,5,0
0225,Gelderland,Druten,2021,0,15,0,5,0,0,0,0,5,0
0226,Gelderland,Duiven,2018,0,40,0,10,5,0,0,5,40,0
0226,Gelderland,Duiven,2019,0,55,0,15,5,0,0,5,20,0
0226,Gelderland,Duiven,2020,0,40,0,15,5,0,5,5,45,0
0226,Gelderland,Duiven,2021,0,50,0,5,0,0,0,5,25,0
0228,Gelderland,Ede,2018,0,730,0,20,55,10,5,45,255,5
0228,Gelderland,Ede,2019,0,480,0,15,55,10,0,25,275,0
0228,Gelderland,Ede,2020,0,440,0,25,70,0,0,15,250,5
0228,Gelderland,Ede,2021,5,675,0,15,100,5,5,10,210,5
0230,Gelderland,Elburg,2018,0,30,0,0,5,0,0,0,5,0
0230,Gelderland,Elburg,2019,0,35,0,5,5,0,0,0,5,0
0230,Gelderland,Elburg,2020,0,25,0,5,5,0,0,0,5,0
0230,Gelderland,Elburg,2021,0,15,0,5,5,0,0,0,10,0
0232,Gelderland,Epe,2018,0,35,0,5,10,0,0,5,35,0
0232,Gelderland,Epe,2019,0,35,0,5,15,0,0,0,25,0
0232,Gelderland,Epe,2020,0,30,0,5,5,0,0,0,25,0
0232,Gelderland,Epe,2021,0,25,0,0,5,0,0,0,25,0
0233,Gelderland,Ermelo,2018,0,50,0,5,20,0,0,5,65,0
0233,Gelderland,Ermelo,2019,0,75,0,5,10,0,0,5,85,0
0233,Gelderland,Ermelo,2020,0,90,0,5,0,0,0,5,75,0
0233,Gelderland,Ermelo,2021,0,85,0,0,5,0,0,5,45,0
0236,Gelderland,Geldermalsen,2018,0,35,0,10,10,0,0,10,15,0
0243,Gelderland,Harderwijk,2018,0,75,0,5,15,0,0,25,110,0
0243,Gelderland,Harderwijk,2019,0,160,5,5,25,0,0,15,155,5
0243,Gelderland,Harderwijk,2020,0,95,0,10,15,0,5,10,130,0
0243,Gelderland,Harderwijk,2021,0,130,0,5,10,0,0,15,105,5
0244,Gelderland,Hattem,2018,0,15,0,5,5,0,0,0,5,0
0244,Gelderland,Hattem,2019,0,10,0,0,5,0,0,0,5,0
0244,Gelderland,Hattem,2020,0,5,0,0,5,0,0,0,5,0
0244,Gelderland,Hattem,2021,0,10,0,5,5,0,0,0,0,0
0246,Gelderland,Heerde,2018,0,15,0,0,5,0,0,0,10,0
0246,Gelderland,Heerde,2019,0,15,0,0,0,0,0,0,15,0
0246,Gelderland,Heerde,2020,0,10,0,5,0,0,0,0,10,0
0246,Gelderland,Heerde,2021,0,5,0,0,5,0,0,0,5,0
0252,Gelderland,Heumen,2018,0,30,0,10,5,0,0,0,5,0
0252,Gelderland,Heumen,2019,0,90,0,10,10,0,0,0,5,0
0252,Gelderland,Heumen,2020,0,45,0,5,5,0,0,0,5,0
0252,Gelderland,Heumen,2021,0,45,0,15,5,0,0,0,10,5
0262,Gelderland,Lochem,2018,0,20,0,5,0,0,0,0,15,0
0262,Gelderland,Lochem,2019,0,35,0,0,0,0,0,5,10,0
0262,Gelderland,Lochem,2020,0,35,0,5,0,0,0,5,10,0
0262,Gelderland,Lochem,2021,0,30,0,0,5,0,0,0,15,0
0263,Gelderland,Maasdriel,2018,0,35,0,25,5,5,0,0,10,0
0263,Gelderland,Maasdriel,2019,0,15,0,10,5,0,0,0,10,0
0263,Gelderland,Maasdriel,2020,0,30,0,10,5,0,0,0,15,0
0263,Gelderland,Maasdriel,2021,0,25,0,10,5,0,0,0,15,0
0267,Gelderland,Nijkerk,2018,0,55,0,0,10,0,5,5,25,0
0267,Gelderland,Nijkerk,2019,0,75,0,5,5,0,0,5,40,5
0267,Gelderland,Nijkerk,2020,0,60,0,5,10,0,0,0,50,0
0267,Gelderland,Nijkerk,2021,0,60,0,0,10,0,0,0,70,0
0268,Gelderland,Nijmegen,2018,0,1545,0,140,260,25,15,300,660,55
0268,Gelderland,Nijmegen,2019,0,1895,0,160,325,20,10,355,640,70
0268,Gelderland,Nijmegen,2020,0,1830,0,130,265,10,5,110,610,20
0268,Gelderland,Nijmegen,2021,0,1590,0,85,165,20,5,125,475,20
0269,Gelderland,Oldebroek,2018,0,20,0,0,0,0,0,0,10,0
0269,Gelderland,Oldebroek,2019,0,25,0,0,5,0,0,0,15,0
0269,Gelderland,Oldebroek,2020,0,20,0,0,5,0,0,0,10,0
0269,Gelderland,Oldebroek,2021,0,10,0,0,5,0,0,0,15,0
0273,Gelderland,Putten,2018,0,35,0,5,0,0,0,5,25,0
0273,Gelderland,Putten,2019,0,45,0,0,0,0,0,0,35,0
0273,Gelderland,Putten,2020,0,45,0,0,0,0,0,0,15,0
0273,Gelderland,Putten,2021,0,35,0,0,5,0,0,0,25,0
0274,Gelderland,Renkum,2018,0,50,0,10,5,0,0,5,30,5
0274,Gelderland,Renkum,2019,0,35,0,10,15,5,0,5,20,0
0274,Gelderland,Renkum,2020,0,40,0,10,5,0,0,0,25,0
0274,Gelderland,Renkum,2021,0,50,0,5,5,0,0,5,20,0
0275,Gelderland,Rheden,2018,0,130,0,20,15,0,0,10,65,0
0275,Gelderland,Rheden,2019,0,135,0,15,25,0,0,5,65,0
0275,Gelderland,Rheden,2020,0,125,0,20,20,0,5,5,105,0
0275,Gelderland,Rheden,2021,0,105,0,15,10,0,5,5,50,0
0277,Gelderland,Rozendaal,2018,0,0,0,0,0,0,0,0,0,0
0277,Gelderland,Rozendaal,2019,0,0,0,0,0,0,0,0,0,0
0277,Gelderland,Rozendaal,2020,0,0,0,0,0,0,0,0,0,0
0277,Gelderland,Rozendaal,2021,0,0,0,0,0,0,0,0,0,0
0279,Gelderland,Scherpenzeel,2018,0,15,0,0,0,0,0,0,5,0
0279,Gelderland,Scherpenzeel,2019,0,10,0,5,0,0,0,0,10,0
0279,Gelderland,Scherpenzeel,2020,0,20,0,0,0,0,0,0,5,0
0279,Gelderland,Scherpenzeel,2021,0,20,0,0,0,0,0,0,5,0
0281,Gelderland,Tiel,2018,0,135,0,15,45,0,0,10,105,0
0281,Gelderland,Tiel,2019,0,250,0,25,25,0,0,15,130,5
0281,Gelderland,Tiel,2020,0,200,0,20,40,0,0,5,115,5
0281,Gelderland,Tiel,2021,0,190,0,10,30,0,0,10,160,0
0285,Gelderland,Voorst,2018,0,35,0,5,5,0,0,0,10,0
0285,Gelderland,Voorst,2019,0,20,0,0,0,0,0,5,10,0
0285,Gelderland,Voorst,2020,5,45,0,5,5,0,0,0,10,0
0285,Gelderland,Voorst,2021,0,50,0,0,5,0,0,0,10,0
0289,Gelderland,Wageningen,2018,0,165,0,5,10,0,0,20,70,0
0289,Gelderland,Wageningen,2019,0,150,0,5,15,0,0,10,65,10
0289,Gelderland,Wageningen,2020,0,145,0,5,30,0,0,5,85,0
0289,Gelderland,Wageningen,2021,0,125,0,0,20,0,0,0,60,5
0293,Gelderland,Westervoort,2018,0,20,0,0,0,0,0,0,10,0
0293,Gelderland,Westervoort,2019,0,25,0,10,10,0,0,5,5,0
0293,Gelderland,Westervoort,2020,0,25,0,10,10,0,0,0,15,0
0293,Gelderland,Westervoort,2021,0,30,0,5,0,0,0,0,15,0
0294,Gelderland,Winterswijk,2018,0,45,0,0,5,0,0,5,45,0
0294,Gelderland,Winterswijk,2019,0,65,0,0,10,0,0,0,55,0
0294,Gelderland,Winterswijk,2020,0,70,0,5,10,0,0,5,55,0
0294,Gelderland,Winterswijk,2021,0,85,0,0,5,0,0,0,60,0
0296,Gelderland,Wijchen,2018,0,110,0,10,25,0,0,30,30,0
0296,Gelderland,Wijchen,2019,0,95,0,25,20,0,0,15,25,0
0296,Gelderland,Wijchen,2020,0,105,0,20,15,0,0,5,25,0
0296,Gelderland,Wijchen,2021,0,155,0,10,10,0,0,5,85,0
0297,Gelderland,Zaltbommel,2018,0,50,5,15,10,0,0,5,30,0
0297,Gelderland,Zaltbommel,2019,0,35,5,5,15,0,0,5,25,0
0297,Gelderland,Zaltbommel,2020,0,35,0,10,10,0,0,5,40,0
0297,Gelderland,Zaltbommel,2021,0,60,0,10,15,0,0,0,45,0
0299,Gelderland,Zevenaar,2018,0,60,0,10,10,0,0,5,25,0
0299,Gelderland,Zevenaar,2019,0,95,0,10,15,0,0,0,30,0
0299,Gelderland,Zevenaar,2020,0,85,5,10,10,0,0,5,55,0
0299,Gelderland,Zevenaar,2021,0,85,5,5,5,0,0,0,75,0
0301,Gelderland,Zutphen,2018,0,210,0,5,15,0,0,10,210,10
0301,Gelderland,Zutphen,2019,0,245,0,10,40,0,0,15,240,5
0301,Gelderland,Zutphen,2020,0,280,0,10,20,0,0,5,185,0
0301,Gelderland,Zutphen,2021,0,185,0,5,25,0,0,10,255,0
0302,Gelderland,Nunspeet,2018,0,30,0,0,5,0,0,5,35,0
0302,Gelderland,Nunspeet,2019,0,35,0,0,5,0,0,5,55,0
0302,Gelderland,Nunspeet,2020,0,20,0,10,0,0,0,5,40,0
0302,Gelderland,Nunspeet,2021,0,40,0,0,5,0,0,0,30,0
0304,Gelderland,Neerijnen,2018,0,0,0,0,0,0,0,0,0,0
0668,Gelderland,West Maas en Waal,2018,0,15,5,5,5,0,0,0,10,0
0668,Gelderland,West Maas en Waal,2019,0,5,5,10,0,0,0,0,15,0
0668,Gelderland,West Maas en Waal,2020,0,10,5,0,0,0,0,0,5,0
0668,Gelderland,West Maas en Waal,2021,0,20,5,0,5,0,0,0,5,0
0733,Gelderland,Lingewaal,2018,0,5,0,0,0,0,0,0,0,0
1509,Gelderland,Oude IJsselstreek,2018,0,40,0,10,15,0,0,5,30,0
1509,Gelderland,Oude IJsselstreek,2019,0,40,0,0,5,0,0,0,25,0
1509,Gelderland,Oude IJsselstreek,2020,0,35,0,0,15,0,0,0,15,0
1509,Gelderland,Oude IJsselstreek,2021,0,35,0,5,10,0,0,5,5,0
1586,Gelderland,Oost Gelre,2018,0,40,0,0,0,0,0,5,10,0
1586,Gelderland,Oost Gelre,2019,0,50,0,0,0,0,0,5,15,0
1586,Gelderland,Oost Gelre,2020,0,30,0,5,0,0,0,0,15,0
1586,Gelderland,Oost Gelre,2021,0,25,0,0,0,0,0,0,10,0
1705,Gelderland,Lingewaard,2018,0,50,0,10,15,0,5,5,25,0
1705,Gelderland,Lingewaard,2019,0,60,0,15,20,0,0,5,20,0
1705,Gelderland,Lingewaard,2020,0,40,0,15,5,0,0,0,35,0
1705,Gelderland,Lingewaard,2021,0,35,0,5,5,0,0,5,40,0
1734,Gelderland,Overbetuwe,2018,0,90,0,10,15,0,0,10,45,0
1734,Gelderland,Overbetuwe,2019,0,65,0,15,10,0,0,5,35,0
1734,Gelderland,Overbetuwe,2020,0,70,0,20,0,0,0,0,45,0
1734,Gelderland,Overbetuwe,2021,0,70,0,15,5,0,0,10,40,0
1740,Gelderland,Neder-Betuwe,2018,0,20,0,5,15,0,0,0,5,0
1740,Gelderland,Neder-Betuwe,2019,0,20,0,10,20,0,0,0,15,0
1740,Gelderland,Neder-Betuwe,2020,0,20,0,5,0,0,0,0,15,0
1740,Gelderland,Neder-Betuwe,2021,0,25,0,5,5,0,0,0,5,0
1859,Gelderland,Berkelland,2018,0,45,0,5,0,0,0,5,15,0
1859,Gelderland,Berkelland,2019,0,45,0,0,5,0,0,5,25,0
1859,Gelderland,Berkelland,2020,0,20,0,0,0,0,0,0,15,0
1859,Gelderland,Berkelland,2021,0,30,0,0,5,0,0,0,25,0
1876,Gelderland,Bronckhorst,2018,0,15,0,5,0,0,0,0,10,0
1876,Gelderland,Bronckhorst,2019,0,25,0,5,0,0,0,0,10,0
1876,Gelderland,Bronckhorst,2020,0,15,0,10,5,0,0,0,15,0
1876,Gelderland,Bronckhorst,2021,0,20,0,0,0,0,0,0,15,0
1945,Gelderland,Berg en Dal,2018,0,35,0,5,15,0,0,5,15,0
1945,Gelderland,Berg en Dal,2019,0,55,0,10,5,0,5,0,15,0
1945,Gelderland,Berg en Dal,2020,0,40,0,10,5,0,0,0,25,0
1945,Gelderland,Berg en Dal,2021,0,35,0,10,10,0,0,5,30,0
1955,Gelderland,Montferland,2018,0,40,0,5,5,0,0,5,10,0
1955,Gelderland,Montferland,2019,0,40,0,10,5,0,0,0,15,0
1955,Gelderland,Montferland,2020,0,65,0,10,10,0,0,0,20,0
1955,Gelderland,Montferland,2021,0,55,0,5,5,0,0,5,15,0
1960,Gelderland,West Betuwe,2019,0,70,5,10,25,0,0,5,25,0
1960,Gelderland,West Betuwe,2020,0,75,5,10,10,5,0,5,35,0
1960,Gelderland,West Betuwe,2021,0,145,0,10,10,0,0,5,25,0
0003,Groningen,Appingedam,2018,0,40,0,0,5,0,0,0,25,0
0003,Groningen,Appingedam,2019,0,50,0,0,5,0,0,0,30,0
0003,Groningen,Appingedam,2020,0,20,0,0,5,0,0,0,30,0
0005,Groningen,Bedum,2018,0,5,0,0,0,0,0,0,0,0
0009,Groningen,Ten Boer,2018,0,5,0,0,0,0,0,0,10,0
0010,Groningen,Delfzijl,2018,0,50,0,0,5,0,5,5,85,5
0010,Groningen,Delfzijl,2019,0,35,0,0,0,0,0,0,55,5
