id,province,municipality,year,animal theft,bike theft,boat theft,car theft,moped theft,motorcycle/scooter theft,heist,pickpocketing,shoplifting,street robbery
0502,Zuid-Holland,Capelle aan den IJssel,2020,0,135,0,35,85,25,5,10,100,25
0502,Zuid-Holland,Capelle aan den IJssel,2021,0,115,0,25,50,25,5,5,85,10
0503,Zuid-Holland,Delft,2018,0,1115,0,40,115,20,5,95,240,10
0503,Zuid-Holland,Delft,2019,0,1010,0,50,145,10,5,65,310,10
0503,Zuid-Holland,Delft,2020,0,770,0,45,100,15,10,40,240,25
0503,Zuid-Holland,Delft,2021,0,700,0,40,80,25,5,40,235,10
0505,Zuid-Holland,Dordrecht,2018,0,540,0,40,100,10,15,45,445,35
0505,Zuid-Holland,Dordrecht,2019,0,420,5,35,150,10,15,45,420,35
0505,Zuid-Holland,Dordrecht,2020,0,295,5,45,155,10,10,25,325,25
0505,Zuid-Holland,Dordrecht,2021,0,275,0,30,85,15,5,30,310,15
0512,Zuid-Holland,Gorinchem,2018,0,120,0,5,10,0,0,25,90,5
0512,Zuid-Holland,Gorinchem,2019,0,85,0,10,15,5,0,15,80,0
0512,Zuid-Holland,Gorinchem,2020,0,150,0,10,10,5,0,5,75,5
0512,Zuid-Holland,Gorinchem,2021,0,90,0,10,20,5,0,5,80,0
0513,Zuid-Holland,Gouda,2018,0,455,0,10,40,10,10,30,160,10
0513,Zuid-Holland,Gouda,2019,0,395,0,15,65,5,0,30,175,15
0513,Zuid-Holland,Gouda,2020,0,290,0,20,50,10,5,20,190,10
0513,Zuid-Holland,Gouda,2021,0,335,0,10,35,5,5,15,230,10
0518,Zuid-Holland,'s-Gravenhage,2018,0,3125,10,385,895,150,50,810,2010,215
0518,Zuid-Holland,'s-Gravenhage,2019,0,3095,5,385,1155,155,55,620,2280,200
0518,Zuid-Holland,'s-Gravenhage,2020,0,3085,10,340,1075,160,45,445,1820,175
0518,Zuid-Holland,'s-Gravenhage,2021,0,2910,15,275,720,170,40,410,1780,175
0523,Zuid-Holland,Hardinxveld-Giessendam,2018,0,10,0,0,0,0,0,5,5,0
0523,Zuid-Holland,Hardinxveld-Giessendam,2019,0,15,0,0,0,0,0,5,5,0
0523,Zuid-Holland,Hardinxveld-Giessendam,2020,0,30,0,5,5,0,0,0,5,0
0523,Zuid-Holland,Hardinxveld-Giessendam,2021,0,30,0,5,5,0,0,0,5,0
0530,Zuid-Holland,Hellevoetsluis,2018,0,60,0,5,20,0,0,5,45,5
0530,Zuid-Holland,Hellevoetsluis,2019,0,40,5,5,25,0,0,5,40,5
0530,Zuid-Holland,Hellevoetsluis,2020,0,65,5,5,30,5,0,5,40,5
0530,Zuid-Holland,Hellevoetsluis,2021,0,50,0,5,10,5,0,0,80,0
0531,Zuid-Holland,Hendrik-Ido-Ambacht,2018,0,95,0,35,10,5,0,0,25,0
0531,Zuid-Holland,Hendrik-Ido-Ambacht,2019,0,70,0,15,5,0,0,5,20,5
0531,Zuid-Holland,Hendrik-Ido-Ambacht,2020,0,60,5,10,5,0,0,0,10,0
0531,Zuid-Holland,Hendrik-Ido-Ambacht,2021,0,40,0,10,5,0,0,0,20,0
0534,Zuid-Holland,Hillegom,2018,0,75,5,5,35,0,0,10,10,0
0534,Zuid-Holland,Hillegom,2019,0,40,0,5,10,0,0,5,25,0
0534,Zuid-Holland,Hillegom,2020,0,40,0,0,15,0,0,5,15,5
0534,Zuid-Holland,Hillegom,2021,0,30,5,5,5,0,0,0,15,0
0537,Zuid-Holland,Katwijk,2018,0,195,5,5,55,0,0,10,85,5
0537,Zuid-Holland,Katwijk,2019,0,155,0,5,25,5,0,5,80,0
0537,Zuid-Holland,Katwijk,2020,0,310,5,10,35,0,0,5,75,0
0537,Zuid-Holland,Katwijk,2021,0,215,0,5,30,5,0,5,95,0
0542,Zuid-Holland,Krimpen aan den IJssel,2018,0,60,0,0,5,0,0,0,20,0
0542,Zuid-Holland,Krimpen aan den IJssel,2019,0,45,0,5,20,0,0,5,10,0
0542,Zuid-Holland,Krimpen aan den IJssel,2020,0,25,0,0,10,5,0,0,15,0
0542,Zuid-Holland,Krimpen aan den IJssel,2021,0,15,0,0,5,0,0,0,20,0
0545,Zuid-Holland,Leerdam,2018,0,30,0,5,5,0,0,5,10,0
0546,Zuid-Holland,Leiden,2018,0,1075,10,30,150,20,10,125,375,15
0546,Zuid-Holland,Leiden,2019,0,930,10,30,165,10,5,110,425,10
0546,Zuid-Holland,Leiden,2020,0,715,5,45,200,20,5,75,305,10
0546,Zuid-Holland,Leiden,2021,0,810,5,25,110,15,5,80,225,5
0547,Zuid-Holland,Leiderdorp,2018,0,40,5,10,10,0,0,10,30,0
0547,Zuid-Holland,Leiderdorp,2019,0,50,0,5,15,0,0,5,30,0
0547,Zuid-Holland,Leiderdorp,2020,0,75,5,10,30,0,0,5,45,5
0547,Zuid-Holland,Leiderdorp,2021,0,80,0,5,5,0,0,0,30,0
0553,Zuid-Holland,Lisse,2018,0,45,0,0,25,0,0,45,40,0
0553,Zuid-Holland,Lisse,2019,0,30,0,5,15,0,0,20,25,0
0553,Zuid-Holland,Lisse,2020,0,40,0,0,15,0,0,5,40,5
0553,Zuid-Holland,Lisse,2021,0,65,0,5,20,0,0,0,45,0
0556,Zuid-Holland,Maassluis,2018,0,80,0,20,10,0,5,10,45,10
0556,Zuid-Holland,Maassluis,2019,0,80,0,15,10,10,5,5,35,5
0556,Zuid-Holland,Maassluis,2020,0,135,0,20,35,10,0,5,25,5
0556,Zuid-Holland,Maassluis,2021,0,120,0,10,15,0,0,0,40,0
0569,Zuid-Holland,Nieuwkoop,2018,0,15,5,5,0,0,0,0,15,0
0569,Zuid-Holland,Nieuwkoop,2019,0,15,5,5,5,0,0,0,15,0
0569,Zuid-Holland,Nieuwkoop,2020,0,20,5,5,5,0,0,5,10,0
0569,Zuid-Holland,Nieuwkoop,2021,0,25,0,5,0,0,0,0,20,0
0575,Zuid-Holland,Noordwijk,2018,0,120,0,10,15,0,0,15,30,5
0575,Zuid-Holland,Noordwijk,2019,0,140,0,20,15,0,5,10,45,0
0575,Zuid-Holland,Noordwijk,2020,0,165,0,10,20,0,0,5,40,0
0575,Zuid-Holland,Noordwijk,2021,0,145,5,5,20,0,0,10,55,5
0576,Zuid-Holland,Noordwijkerhout,2018,0,35,0,5,10,0,0,10,15,0
0579,Zuid-Holland,Oegstgeest,2018,0,60,0,5,5,0,0,10,15,0
0579,Zuid-Holland,Oegstgeest,2019,0,70,0,0,15,0,0,5,15,0
0579,Zuid-Holland,Oegstgeest,2020,0,50,0,10,10,0,0,5,20,0
0579,Zuid-Holland,Oegstgeest,2021,0,50,0,5,10,0,0,0,10,0
0584,Zuid-Holland,Oud-Beijerland,2018,0,35,0,5,5,0,0,5,15,0
0585,Zuid-Holland,Binnenmaas,2018,0,15,0,0,0,0,0,5,5,0
0588,Zuid-Holland,Korendijk,2018,0,0,0,5,5,0,0,0,5,0
0590,Zuid-Holland,Papendrecht,2018,0,60,0,5,5,0,0,15,30,5
0590,Zuid-Holland,Papendrecht,2019,0,75,0,5,25,0,0,5,30,5
0590,Zuid-Holland,Papendrecht,2020,0,60,0,5,35,5,0,10,20,5
0590,Zuid-Holland,Papendrecht,2021,0,55,0,5,15,5,0,0,20,0
0597,Zuid-Holland,Ridderkerk,2018,0,175,0,30,20,5,10,10,30,10
0597,Zuid-Holland,Ridderkerk,2019,0,130,0,20,30,5,10,10,40,15
0597,Zuid-Holland,Ridderkerk,2020,0,115,0,25,35,25,0,5,45,10
0597,Zuid-Holland,Ridderkerk,2021,0,90,0,15,30,10,5,10,60,5
0599,Zuid-Holland,Rotterdam,2018,0,3930,5,550,995,135,155,1050,2710,535
0599,Zuid-Holland,Rotterdam,2019,0,3975,5,535,1295,145,135,870,2725,470
0599,Zuid-Holland,Rotterdam,2020,5,4295,5,475,1355,190,105,470,2100,375
0599,Zuid-Holland,Rotterdam,2021,5,3620,5,405,1195,180,80,455,1970,270
0603,Zuid-Holland,Rijswijk,2018,0,260,0,40,105,25,5,30,185,15
0603,Zuid-Holland,Rijswijk,2019,0,220,0,50,75,15,5,30,185,15
0603,Zuid-Holland,Rijswijk,2020,0,240,5,80,90,20,5,25,160,10
0603,Zuid-Holland,Rijswijk,2021,0,230,0,45,75,25,0,20,140,15
0606,Zuid-Holland,Schiedam,2018,0,430,0,60,105,10,15,40,205,50
0606,Zuid-Holland,Schiedam,2019,0,495,0,65,120,15,10,35,290,65
0606,Zuid-Holland,Schiedam,2020,0,405,0,45,180,30,10,25,260,35
0606,Zuid-Holland,Schiedam,2021,0,390,0,55,100,25,5,25,250,15
0610,Zuid-Holland,Sliedrecht,2018,0,45,0,0,10,0,0,10,10,0
0610,Zuid-Holland,Sliedrecht,2019,0,30,0,5,15,0,0,5,25,0
0610,Zuid-Holland,Sliedrecht,2020,0,35,0,5,15,0,0,0,20,0
0610,Zuid-Holland,Sliedrecht,2021,0,25,0,10,5,0,0,0,15,0
0611,Zuid-Holland,Cromstrijen,2018,0,10,0,5,0,0,0,0,0,0
0613,Zuid-Holland,Albrandswaard,2018,0,70,0,10,10,0,0,5,10,0
0613,Zuid-Holland,Albrandswaard,2019,0,95,0,5,15,5,0,5,5,5
0613,Zuid-Holland,Albrandswaard,2020,0,75,0,10,15,10,0,0,10,5
0613,Zuid-Holland,Albrandswaard,2021,0,70,0,5,10,5,5,0,5,5
0614,Zuid-Holland,Westvoorne,2018,0,15,0,5,10,0,0,0,5,0
0614,Zuid-Holland,Westvoorne,2019,0,5,0,5,5,0,0,0,15,0
0614,Zuid-Holland,Westvoorne,2020,0,15,0,0,5,0,0,0,5,0
0614,Zuid-Holland,Westvoorne,2021,0,5,0,5,5,0,0,0,5,0
0617,Zuid-Holland,Strijen,2018,0,5,0,0,0,0,0,0,0,0
0622,Zuid-Holland,Vlaardingen,2018,0,360,0,35,90,10,10,30,115,25
0622,Zuid-Holland,Vlaardingen,2019,0,340,0,30,90,15,10,15,150,40
0622,Zuid-Holland,Vlaardingen,2020,0,340,5,50,65,20,5,20,115,25
0622,Zuid-Holland,Vlaardingen,2021,0,310,0,30,75,15,0,10,85,15
0626,Zuid-Holland,Voorschoten,2018,0,95,0,5,15,0,0,5,30,5
0626,Zuid-Holland,Voorschoten,2019,0,60,0,5,10,0,0,0,20,0
0626,Zuid-Holland,Voorschoten,2020,0,85,0,10,20,0,0,0,15,0
0626,Zuid-Holland,Voorschoten,2021,0,60,0,15,10,0,0,5,25,5
0627,Zuid-Holland,Waddinxveen,2018,0,55,0,5,0,0,0,0,10,0
0627,Zuid-Holland,Waddinxveen,2019,0,95,0,20,15,0,5,0,20,0
0627,Zuid-Holland,Waddinxveen,2020,0,75,0,20,5,0,0,0,25,0
0627,Zuid-Holland,Waddinxveen,2021,0,75,0,5,5,5,0,5,20,0
0629,Zuid-Holland,Wassenaar,2018,0,30,0,5,5,0,0,10,30,0
0629,Zuid-Holland,Wassenaar,2019,0,40,0,5,5,0,0,10,30,0
0629,Zuid-Holland,Wassenaar,2020,0,40,0,10,10,0,0,5,25,0
0629,Zuid-Holland,Wassenaar,2021,0,35,0,5,10,0,0,10,25,0
0637,Zuid-Holland,Zoetermeer,2018,0,405,0,70,60,25,5,65,480,25
0637,Zuid-Holland,Zoetermeer,2019,0,365,0,80,115,15,5,45,440,50
0637,Zuid-Holland,Zoetermeer,2020,0,265,0,65,80,10,0,20,355,35
0637,Zuid-Holland,Zoetermeer,2021,0,250,0,50,35,20,0,40,255,20
0638,Zuid-Holland,Zoeterwoude,2018,0,0,0,0,5,0,0,0,5,0
0638,Zuid-Holland,Zoeterwoude,2019,0,10,0,0,5,0,0,0,5,0
0638,Zuid-Holland,Zoeterwoude,2020,0,5,0,5,10,0,0,0,5,0
0638,Zuid-Holland,Zoeterwoude,2021,0,10,0,5,5,0,0,0,5,0
0642,Zuid-Holland,Zwijndrecht,2018,0,205,0,35,35,5,5,15,40,5
0642,Zuid-Holland,Zwijndrecht,2019,0,170,0,25,25,5,5,5,45,10
0642,Zuid-Holland,Zwijndrecht,2020,0,95,0,25,35,5,0,10,25,5
0642,Zuid-Holland,Zwijndrecht,2021,0,90,0,15,20,0,0,5,45,0
0689,Zuid-Holland,Giessenlanden,2018,0,10,0,0,0,0,0,0,0,0
0707,Zuid-Holland,Zederik,2018,0,5,0,5,0,0,0,0,0,0
1525,Zuid-Holland,Teylingen,2018,0,70,10,10,30,0,0,5,35,0
1525,Zuid-Holland,Teylingen,2019,0,120,5,10,25,5,0,5,55,0
1525,Zuid-Holland,Teylingen,2020,0,130,5,5,15,5,0,5,35,10
1525,Zuid-Holland,Teylingen,2021,0,75,0,5,10,5,0,0,20,5
1621,Zuid-Holland,Lansingerland,2018,0,175,0,30,20,5,5,5,60,20
1621,Zuid-Holland,Lansingerland,2019,0,195,0,40,25,5,0,0,45,10
1621,Zuid-Holland,Lansingerland,2020,0,165,0,20,30,5,0,0,30,15
1621,Zuid-Holland,Lansingerland,2021,0,155,0,10,20,5,0,5,30,10
1783,Zuid-Holland,Westland,2018,0,235,5,30,45,10,5,25,90,5
1783,Zuid-Holland,Westland,2019,0,285,5,30,50,5,0,15,125,10
1783,Zuid-Holland,Westland,2020,0,355,5,40,50,5,0,10,115,0
1783,Zuid-Holland,Westland,2021,0,265,0,15,30,5,5,10,110,5
1842,Zuid-Holland,Midden-Delfland,2018,0,30,0,5,0,0,0,0,10,0
1842,Zuid-Holland,Midden-Delfland,2019,0,20,5,5,5,0,0,0,10,0
1842,Zuid-Holland,Midden-Delfland,2020,0,10,5,5,10,0,0,0,5,5
1842,Zuid-Holland,Midden-Delfland,2021,0,10,5,5,5,0,0,0,10,0
1884,Zuid-Holland,Kaag en Braassem,2018,0,35,10,5,0,0,0,5,5,0
1884,Zuid-Holland,Kaag en Braassem,2019,0,25,5,5,5,0,0,0,5,0
1884,Zuid-Holland,Kaag en Braassem,2020,0,20,5,5,0,0,0,0,0,0
1884,Zuid-Holland,Kaag en Braassem,2021,0,30,0,5,0,0,0,0,10,0
1892,Zuid-Holland,Zuidplas,2018,0,50,5,15,10,10,0,5,60,0
1892,Zuid-Holland,Zuidplas,2019,0,75,0,20,25,5,0,5,90,5
1892,Zuid-Holland,Zuidplas,2020,0,55,0,25,25,5,0,0,80,0
1892,Zuid-Holland,Zuidplas,2021,0,60,5,15,20,5,0,0,80,0
1901,Zuid-Holland,Bodegraven-Reeuwijk,2018,0,70,0,10,5,0,0,5,20,0
1901,Zuid-Holland,Bodegraven-Reeuwijk,2019,0,40,5,5,5,0,0,5,20,0
1901,Zuid-Holland,Bodegraven-Reeuwijk,2020,0,60,5,10,10,0,0,5,30,0
1901,Zuid-Holland,Bodegraven-Reeuwijk,2021,0,105,5,5,5,0,0,0,25,0
1916,Zuid-Holland,Leidschendam-Voorburg,2018,0,290,0,35,75,20,0,25,145,5
1916,Zuid-Holland,Leidschendam-Voorburg,2019,0,340,0,55,65,20,5,15,85,15
1916,Zuid-Holland,Leidschendam-Voorburg,2020,0,370,10,50,80,10,0,30,170,15
1916,Zuid-Holland,Leidschendam-Voorburg,2021,0,250,0,40,45,25,5,30,155,5
1924,Zuid-Holland,Goeree-Overflakkee,2018,0,40,0,10,5,0,0,5,15,0
1924,Zuid-Holland,Goeree-Overflakkee,2019,0,40,5,10,5,5,0,0,15,0
1924,Zuid-Holland,Goeree-Overflakkee,2020,0,60,5,10,5,0,0,5,15,0
1924,Zuid-Holland,Goeree-Overflakkee,2021,5,65,0,10,5,0,0,0,25,0
1926,Zuid-Holland,Pijnacker-Nootdorp,2018,0,175,0,15,30,15,0,10,45,0
1926,Zuid-Holland,Pijnacker-Nootdorp,2019,0,225,0,30,30,5,0,5,60,10
1926,Zuid-Holland,Pijnacker-Nootdorp,2020,0,225,0,30,20,10,0,5,75,0
1926,Zuid-Holland,Pijnacker-Nootdorp,2021,0,175,0,25,20,10,0,5,65,5
1927,Zuid-Holland,Molenwaard,2018,0,10,0,0,0,0,5,5,5,0
1930,Zuid-Holland,Nissewaard,2018,0,190,0,20,40,10,5,35,140,25
1930,Zuid-Holland,Nissewaard,2019,0,250,0,30,75,5,10,15,115,20
1930,Zuid-Holland,Nissewaard,2020,0,245,0,15,65,15,15,15,120,30
1930,Zuid-Holland,Nissewaard,2021,0,180,0,15,45,10,5,10,105,15
1931,Zuid-Holland,Krimpenerwaard,2018,0,30,0,5,5,0,5,5,15,0
1931,Zuid-Holland,Krimpenerwaard,2019,0,45,0,0,10,0,0,5,40,0
1931,Zuid-Holland,Krimpenerwaard,2020,0,35,5,5,10,0,0,5,30,0
1931,Zuid-Holland,Krimpenerwaard,2021,0,25,0,5,5,0,0,0,25,0
1963,Zuid-Holland,Hoeksche Waard,2019,0,45,5,5,5,0,0,0,30,0
1963,Zuid-Holland,Hoeksche Waard,2020,0,70,5,10,10,0,0,5,15,0
1963,Zuid-Holland,Hoeksche Waard,2021,0,65,5,5,5,5,0,5,25,0
1978,Zuid-Holland,Molenlanden,2019,0,10,0,5,5,0,0,5,5,0
1978,Zuid-Holland,Molenlanden,2020,0,15,5,0,5,0,0,5,5,0
1978,Zuid-Holland,Molenlanden,2021,0,15,0,0,5,0,0,0,5,0
